 ,image,tot_root_length,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals,tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle
24,sim-15-1-0.01-0.2-5-1.3-0.13-4-20.rsml,1504.187,15,904,60.777,1.274,0.292,67,564,8.844,0.374,65.858
25,sim-15-1-0.01-0.2-5-1.3-0.13-5-20.rsml,1755.534,15,957,64.199,1.347,0.267,77,752,10.293,0.383,68.96
26,sim-15-1-0.01-0.2-5-1.3-0.15-1-20.rsml,1979.025,15,1047,70.322,1.435,0.287,79,885,11.699,0.413,64.928
27,sim-15-1-0.01-0.2-5-1.3-0.15-2-20.rsml,2174.514,15,1114,74.767,1.498,0.261,91,1008,11.571,0.433,63.721
28,sim-15-1-0.01-0.2-5-1.3-0.15-3-20.rsml,2115.532,15,1072,71.893,1.478,0.284,89,995,11.653,0.415,58.645
29,sim-15-1-0.01-0.2-5-1.3-0.15-4-20.rsml,1908.959,15,1025,68.854,1.412,0.284,79,838,11.09,0.403,61.312
30,sim-15-1-0.01-0.2-5-1.3-0.15-5-20.rsml,1968.203,15,1058,71.033,1.471,0.299,90,860,10.03,0.415,66.634
31,sim-15-1-0.01-0.2-5-1.3-0.17-1-20.rsml,2508.41,15,1220,81.755,1.634,0.252,103,1235,12.447,0.444,63.127
32,sim-15-1-0.01-0.2-5-1.3-0.17-2-20.rsml,2944.207,15,1312,87.996,1.745,0.275,124,1561,13.099,0.472,62.531
33,sim-15-1-0.01-0.2-5-1.3-0.17-3-20.rsml,2449.021,15,1244,83.407,1.633,0.276,105,1144,11.409,0.441,65.801
34,sim-15-1-0.01-0.2-5-1.3-0.17-4-20.rsml,2726.671,15,1264,84.71,1.706,0.269,112,1407,13,0.461,64.838
35,sim-15-1-0.01-0.2-5-1.3-0.17-5-20.rsml,2786.604,15,1301,87.243,1.706,0.25,112,1419,13.196,0.464,65.577
36,sim-15-1-0.01-0.2-5-1.3-0.19-1-20.rsml,3421.713,15,1459,97.861,1.934,0.275,146,1880,13.382,0.5,68.186
37,sim-15-1-0.01-0.2-5-1.3-0.19-2-20.rsml,3484.151,15,1418,95.097,1.91,0.277,146,1984,14.094,0.5,63.29
38,sim-15-1-0.01-0.2-5-1.3-0.19-3-20.rsml,3285.068,15,1392,93.323,1.885,0.28,133,1811,14.175,0.5,69.226
39,sim-15-1-0.01-0.2-5-1.3-0.19-4-20.rsml,3034.49,15,1386,92.979,1.802,0.266,119,1576,13.78,0.488,67.015
40,sim-15-1-0.01-0.2-5-1.3-0.19-5-20.rsml,3179.177,15,1460,97.809,1.911,0.271,134,1641,12.776,0.501,66.523
41,sim-15-1-0.01-0.2-5-1.3-0.21-1-20.rsml,3526.978,15,1548,103.641,2.01,0.255,141,1897,13.988,0.515,69.215
42,sim-15-1-0.01-0.2-5-1.3-0.21-2-20.rsml,3941.349,15,1588,106.418,2.069,0.257,159,2265,14.749,0.53,64.803
43,sim-15-1-0.01-0.2-5-1.3-0.21-3-20.rsml,3848.633,15,1578,105.692,2.033,0.249,155,2182,14.602,0.527,61.814
44,sim-15-1-0.01-0.2-5-1.3-0.21-4-20.rsml,3912.946,15,1613,107.911,2.044,0.252,162,2211,14.162,0.529,63.527
45,sim-15-1-0.01-0.2-5-1.3-0.21-5-20.rsml,3650.636,15,1588,106.372,2.042,0.252,150,1979,13.7,0.526,61.775
46,sim-15-1-0.01-0.2-5-1.3-0.23-1-20.rsml,4649.382,15,1697,113.58,2.22,0.258,181,2848,16.274,0.564,68.853
47,sim-15-1-0.01-0.2-5-1.3-0.23-2-20.rsml,4452.59,15,1747,116.9,2.223,0.231,180,2614,14.995,0.562,64.922
48,sim-15-1-0.01-0.2-5-1.3-0.23-3-20.rsml,4166.209,15,1670,111.806,2.15,0.25,169,2404,14.729,0.537,61.461
49,sim-15-1-0.01-0.2-5-1.3-0.23-4-20.rsml,4812.9,15,1833,122.676,2.335,0.243,188,2871,15.813,0.572,64.659
50,sim-15-1-0.01-0.2-5-1.3-0.23-5-20.rsml,4265.754,15,1727,115.552,2.218,0.223,173,2452,14.639,0.555,64.816
51,sim-15-1-0.01-0.2-5-1.3-0.25-1-20.rsml,5658.313,15,1945,130.071,2.544,0.254,211,3600,17.57,0.609,66.633
52,sim-15-1-0.01-0.2-5-1.3-0.25-2-20.rsml,5200.534,15,1879,125.747,2.405,0.256,206,3206,16.089,0.58,64.773
53,sim-15-1-0.01-0.2-5-1.3-0.25-3-20.rsml,4898.222,15,1802,120.74,2.332,0.27,188,2989,16.421,0.585,60.991
54,sim-15-1-0.01-0.2-5-1.3-0.25-4-20.rsml,5615.028,15,2022,135.27,2.559,0.237,215,3481,16.679,0.616,62.184
55,sim-15-1-0.01-0.2-5-1.3-0.25-5-20.rsml,5716.458,15,1998,133.518,2.545,0.236,215,3603,17.273,0.615,66.934
56,sim-15-1-0.01-0.2-5-1.3-0.27-1-20.rsml,5484.057,15,2052,137.321,2.574,0.241,212,3315,16.152,0.616,56.75
57,sim-15-1-0.01-0.2-5-1.3-0.27-2-20.rsml,6237.695,15,2094,140.045,2.688,0.277,235,4020,17.604,0.639,62.242
58,sim-15-1-0.01-0.2-5-1.3-0.27-3-20.rsml,6289.806,15,2074,138.891,2.633,0.275,238,4092,17.674,0.632,64.159
59,sim-15-1-0.01-0.2-5-1.3-0.27-4-20.rsml,6401.07,15,2077,138.925,2.637,0.266,238,4199,18.139,0.641,64.038
60,sim-15-1-0.01-0.2-5-1.3-0.27-5-20.rsml,5957.221,15,2010,134.479,2.549,0.258,228,3825,17.281,0.614,63.65
61,sim-15-1-0.01-0.2-5-1.3-0.29-1-20.rsml,6507.079,15,2138,143.066,2.72,0.252,249,4228,17.514,0.649,62.869
62,sim-15-1-0.01-0.2-5-1.3-0.29-2-20.rsml,6561.716,15,2132,142.748,2.738,0.264,238,4297,18.574,0.657,66.238
63,sim-15-1-0.01-0.2-5-1.3-0.29-3-20.rsml,6377.583,15,2144,143.483,2.722,0.242,234,4103,18.057,0.646,62.164
64,sim-15-1-0.01-0.2-5-1.3-0.29-4-20.rsml,7344.843,15,2322,155.255,2.916,0.262,268,4884,18.716,0.691,62.211
65,sim-15-1-0.01-0.2-5-1.3-0.29-5-20.rsml,6750.981,15,2217,148.32,2.813,0.223,241,4402,18.781,0.674,68.324
66,sim-15-1-0.01-0.2-5-1.3-0.31-1-20.rsml,8956.982,15,2531,169.214,3.205,0.238,299,6264,21.467,0.745,66.164
67,sim-15-1-0.01-0.2-5-1.3-0.31-2-20.rsml,8100.22,15,2378,159.165,3.015,0.24,287,5570,19.905,0.705,63.922
68,sim-15-1-0.01-0.2-5-1.3-0.31-3-20.rsml,8342.984,15,2474,165.474,3.107,0.232,289,5708,20.28,0.735,63.926
69,sim-15-1-0.01-0.2-5-1.3-0.31-4-20.rsml,8022.116,15,2380,159.268,3.015,0.259,278,5486,20.263,0.717,62.36
70,sim-15-1-0.01-0.2-5-1.3-0.31-5-20.rsml,7744.769,15,2323,155.381,2.942,0.257,267,5274,20.277,0.698,63.867
71,sim-15-1-0.01-0.2-5-1.3-0.33-1-20.rsml,8510.185,15,2528,168.978,3.161,0.249,291,5837,20.534,0.741,59.691
72,sim-15-1-0.01-0.2-5-1.3-0.33-2-20.rsml,8489.648,15,2495,166.805,3.131,0.233,284,5838,21.083,0.736,65.184
73,sim-15-1-0.01-0.2-5-1.3-0.33-3-20.rsml,8792.265,15,2548,170.317,3.188,0.264,299,6089,20.861,0.741,61.576
74,sim-15-1-0.01-0.2-5-1.3-0.33-4-20.rsml,9921.875,15,2728,182.38,3.4,0.241,328,7021,21.909,0.788,60.805
75,sim-15-1-0.01-0.2-5-1.3-0.33-5-20.rsml,8604.82,15,2471,165.314,3.133,0.26,306,5961,20.017,0.733,62.081
76,sim-15-1-0.01-0.2-5-1.3-0.35-1-20.rsml,11023.625,15,2834,189.439,3.555,0.25,361,8001,22.665,0.817,61.715
77,sim-15-1-0.01-0.2-5-1.3-0.35-2-20.rsml,10834.499,15,2861,191.335,3.553,0.23,348,7784,22.886,0.807,61.564
78,sim-15-1-0.01-0.2-5-1.3-0.35-3-20.rsml,10276.762,15,2769,185.088,3.432,0.229,333,7328,22.524,0.802,60.704
79,sim-15-1-0.01-0.2-5-1.3-0.35-4-20.rsml,10153.75,15,2795,186.767,3.471,0.25,322,7190,22.833,0.808,59.418
80,sim-15-1-0.01-0.2-5-1.3-0.35-5-20.rsml,10222.674,15,2741,183.091,3.413,0.252,337,7299,22.185,0.795,62.746
81,sim-15-1-0.01-0.2-5-1.3-0.37-1-20.rsml,10903.859,15,2865,191.432,3.549,0.237,363,7838,22.128,0.824,61.364
82,sim-15-1-0.01-0.2-5-1.3-0.37-2-20.rsml,10582.809,15,2822,188.652,3.506,0.229,338,7580,22.938,0.811,60.093
83,sim-15-1-0.01-0.2-5-1.3-0.37-3-20.rsml,10519.685,15,2811,187.937,3.498,0.229,346,7527,22.256,0.814,61.462
84,sim-15-1-0.01-0.2-5-1.3-0.37-4-20.rsml,11389.628,15,2927,195.713,3.61,0.243,369,8263,22.91,0.823,60.43
85,sim-15-1-0.01-0.2-5-1.3-0.37-5-20.rsml,10547.271,15,2842,190.119,3.503,0.226,334,7534,23.04,0.809,60.588
86,sim-15-1-0.01-0.2-5-1.3-0.39-1-20.rsml,12335.251,15,3025,202.014,3.264,0.24,385,9107,24.169,0.75,63.171
87,sim-15-1-0.01-0.2-5-1.3-0.39-2-20.rsml,12412.176,15,3073,205.402,3.284,0.249,398,9127,23.445,0.75,59.78
88,sim-15-1-0.01-0.2-5-1.3-0.39-3-20.rsml,12733.095,15,3162,211.441,3.407,0.231,386,9361,24.771,0.772,62.324
89,sim-15-1-0.01-0.2-5-1.3-0.39-4-20.rsml,13913.829,15,3192,213.201,2.931,0.258,424,10505,25.273,0.67,59.529
90,sim-15-1-0.01-0.2-5-1.3-0.39-5-20.rsml,11511.936,15,2994,200.095,3.245,0.23,363,8325,23.445,0.729,63.214
91,sim-15-1-0.01-0.4-5-1.3-0.05-1-20.rsml,373.757,11,266,24.744,0.524,0.337,12,95,8.464,0.299,97.217
92,sim-15-1-0.01-0.4-5-1.3-0.05-2-20.rsml,358.832,11,260,24.149,0.524,0.345,13,86,7.169,0.291,54.692
93,sim-15-1-0.01-0.4-5-1.3-0.05-3-20.rsml,336.439,11,257,23.795,0.488,0.376,9,71,8.299,0.287,57.998
94,sim-15-1-0.01-0.4-5-1.3-0.05-4-20.rsml,338.594,11,256,23.722,0.488,0.37,10,75,7.765,0.283,65.312
95,sim-15-1-0.01-0.4-5-1.3-0.05-5-20.rsml,351.389,11,268,24.895,0.541,0.33,12,71,6.462,0.287,51.042
96,sim-15-1-0.01-0.4-5-1.3-0.07-1-20.rsml,719.937,13,429,33.485,0.711,0.309,27,269,10.542,0.383,66.931
97,sim-15-1-0.01-0.4-5-1.3-0.07-2-20.rsml,633.09,13,427,33.286,0.696,0.309,26,190,7.707,0.36,65.083
98,sim-15-1-0.01-0.4-5-1.3-0.07-3-20.rsml,677.088,13,428,33.485,0.695,0.308,26,230,9.3,0.369,60.552
99,sim-15-1-0.01-0.4-5-1.3-0.07-4-20.rsml,706.035,13,435,34.105,0.722,0.312,29,251,9.058,0.37,69.783
100,sim-15-1-0.01-0.4-5-1.3-0.07-5-20.rsml,628.792,12,396,33.465,0.688,0.322,27,213,8.415,0.349,74.938
101,sim-15-1-0.01-0.4-5-1.3-0.09-1-20.rsml,1128.398,14,595,42.963,0.886,0.266,51,501,10.332,0.443,59.153
102,sim-15-1-0.01-0.4-5-1.3-0.09-2-20.rsml,1087.15,14,548,39.554,0.841,0.302,45,511,11.853,0.426,69.705
103,sim-15-1-0.01-0.4-5-1.3-0.09-3-20.rsml,1114.032,14,563,40.637,0.857,0.317,49,522,11.125,0.435,66.937
104,sim-15-1-0.01-0.4-5-1.3-0.09-4-20.rsml,1147.622,14,591,42.679,0.897,0.277,49,525,11.227,0.449,67.17
105,sim-15-1-0.01-0.4-5-1.3-0.09-5-20.rsml,1130.136,14,568,41.018,0.879,0.293,52,529,10.69,0.443,69.674
106,sim-15-1-0.01-0.4-5-1.3-0.11-1-20.rsml,1765.677,14,780,56.154,1.081,0.261,70,941,13.993,0.524,67.795
107,sim-15-1-0.01-0.4-5-1.3-0.11-2-20.rsml,1748.992,14,776,55.969,1.115,0.287,74,933,13.046,0.527,58.095
108,sim-15-1-0.01-0.4-5-1.3-0.11-3-20.rsml,1579.694,14,731,52.712,1.071,0.295,68,806,12.378,0.505,61.119
109,sim-15-1-0.01-0.4-5-1.3-0.11-4-20.rsml,1969.535,14,786,56.563,1.133,0.281,82,1136,14.362,0.541,64.842
110,sim-15-1-0.01-0.4-5-1.3-0.11-5-20.rsml,1604.183,14,720,51.868,1.071,0.287,67,844,13.105,0.516,67.506
111,sim-15-1-0.01-0.4-5-1.3-0.13-1-20.rsml,2372.063,15,941,63.147,1.303,0.254,89,1379,16.01,0.619,68.973
112,sim-15-1-0.01-0.4-5-1.3-0.13-2-20.rsml,2387.299,15,902,60.716,1.265,0.285,94,1432,15.708,0.594,64.212
113,sim-15-1-0.01-0.4-5-1.3-0.13-3-20.rsml,2435.036,15,930,62.448,1.303,0.261,96,1453,15.608,0.609,66.508
114,sim-15-1-0.01-0.4-5-1.3-0.13-4-20.rsml,2409.273,15,927,62.277,1.294,0.254,93,1427,15.862,0.603,69.766
115,sim-15-1-0.01-0.4-5-1.3-0.13-5-20.rsml,2342.657,15,876,58.943,1.225,0.271,90,1414,16.206,0.586,65.753
116,sim-15-1-0.01-0.4-5-1.3-0.15-1-20.rsml,3158.043,15,1076,72.325,1.45,0.253,117,2021,17.719,0.669,64.783
117,sim-15-1-0.01-0.4-5-1.3-0.15-2-20.rsml,3269.978,15,1061,71.259,1.457,0.271,119,2136,18.497,0.678,68.614
118,sim-15-1-0.01-0.4-5-1.3-0.15-3-20.rsml,3299.037,15,1048,70.403,1.424,0.291,116,2183,19.336,0.66,62.965
119,sim-15-1-0.01-0.4-5-1.3-0.15-4-20.rsml,3771.034,15,1106,74.28,1.537,0.285,124,2595,21.426,0.719,73.512
120,sim-15-1-0.01-0.4-5-1.3-0.15-5-20.rsml,3412.42,15,1115,74.85,1.513,0.269,128,2229,17.888,0.697,64.883
121,sim-15-1-0.01-0.4-5-1.3-0.17-1-20.rsml,4679.153,15,1311,87.929,1.733,0.28,160,3281,21.001,0.77,61.18
122,sim-15-1-0.01-0.4-5-1.3-0.17-2-20.rsml,4097.456,15,1269,85.099,1.658,0.268,140,2746,20.15,0.762,62.614
123,sim-15-1-0.01-0.4-5-1.3-0.17-3-20.rsml,4069.155,15,1235,82.847,1.628,0.26,133,2755,21.251,0.75,61.94
124,sim-15-1-0.01-0.4-5-1.3-0.17-4-20.rsml,4057.087,15,1226,82.08,1.606,0.255,136,2754,20.779,0.74,59.865
125,sim-15-1-0.01-0.4-5-1.3-0.17-5-20.rsml,4159.181,15,1312,88.091,1.708,0.242,141,2771,20.126,0.778,65.667
126,sim-15-1-0.01-0.4-5-1.3-0.19-1-20.rsml,5729.442,15,1434,96.104,1.951,0.283,181,4186,23.69,0.877,65.313
127,sim-15-1-0.01-0.4-5-1.3-0.19-2-20.rsml,5583.275,15,1423,95.397,1.905,0.274,184,4058,22.567,0.842,61.71
128,sim-15-1-0.01-0.4-5-1.3-0.19-3-20.rsml,5362.389,15,1459,97.624,1.919,0.265,172,3814,22.663,0.868,63.826
129,sim-15-1-0.01-0.4-5-1.3-0.19-4-20.rsml,5554.02,15,1453,97.233,1.948,0.247,171,4004,23.95,0.876,63.996
130,sim-15-1-0.01-0.4-5-1.3-0.19-5-20.rsml,5069.183,15,1364,91.566,1.802,0.277,166,3614,22.263,0.825,59.033
131,sim-15-1-0.01-0.4-5-1.3-0.21-1-20.rsml,6407.067,15,1552,104.038,2.027,0.278,197,4744,24.602,0.897,64.357
132,sim-15-1-0.01-0.4-5-1.3-0.21-2-20.rsml,6370.62,15,1626,108.811,2.096,0.252,189,4641,25.071,0.939,67.127
133,sim-15-1-0.01-0.4-5-1.3-0.21-3-20.rsml,5575.917,15,1505,100.754,2.007,0.27,179,3975,22.707,0.903,64.906
134,sim-15-1-0.01-0.4-5-1.3-0.21-4-20.rsml,5986.479,15,1499,100.474,1.979,0.274,184,4389,24.344,0.888,64.346
135,sim-15-1-0.01-0.4-5-1.3-0.21-5-20.rsml,6747.613,15,1576,105.546,2.043,0.278,206,5052,25.07,0.9,65.093
136,sim-15-1-0.01-0.4-5-1.3-0.23-1-20.rsml,7118.279,15,1674,112.047,2.22,0.257,212,5333,25.649,0.984,60.996
137,sim-15-1-0.01-0.4-5-1.3-0.23-2-20.rsml,7761.333,15,1758,117.762,2.256,0.244,219,5876,27.374,0.994,62.196
138,sim-15-1-0.01-0.4-5-1.3-0.23-3-20.rsml,7236.653,15,1687,112.946,2.191,0.26,210,5437,26.393,0.975,64.367
139,sim-15-1-0.01-0.4-5-1.3-0.23-4-20.rsml,8677.229,15,1826,122.223,2.344,0.254,243,6707,28.164,1.026,60.472
140,sim-15-1-0.01-0.4-5-1.3-0.23-5-20.rsml,7728.718,15,1769,118.57,2.259,0.25,233,5830,25.537,0.994,60.914
141,sim-15-1-0.01-0.4-5-1.3-0.25-1-20.rsml,9364.887,15,1890,126.465,2.452,0.258,260,7336,28.723,1.057,63.355
142,sim-15-1-0.01-0.4-5-1.3-0.25-2-20.rsml,8904.099,15,1856,124.28,2.387,0.256,243,6913,28.971,1.018,62.873
143,sim-15-1-0.01-0.4-5-1.3-0.25-3-20.rsml,10234.222,15,1991,133.261,2.543,0.256,267,8091,30.844,1.1,62.812
144,sim-15-1-0.01-0.4-5-1.3-0.25-4-20.rsml,9859.017,15,1987,133.02,2.536,0.265,259,7732,30.362,1.112,61.786
145,sim-15-1-0.01-0.4-5-1.3-0.25-5-20.rsml,10208.974,15,1942,129.867,2.517,0.268,269,8124,30.71,1.093,62.43
146,sim-15-1-0.01-0.4-5-1.3-0.27-1-20.rsml,10994.001,15,2007,134.156,2.594,0.282,284,8828,31.626,1.12,63.169
147,sim-15-1-0.01-0.4-5-1.3-0.27-2-20.rsml,10650.64,15,2013,134.75,2.577,0.259,276,8481,31.266,1.111,61.74
148,sim-15-1-0.01-0.4-5-1.3-0.27-3-20.rsml,10712.637,15,2052,137.352,2.604,0.254,271,8515,31.927,1.112,62.683
149,sim-15-1-0.01-0.4-5-1.3-0.27-4-20.rsml,10484.996,15,1983,132.808,2.532,0.262,277,8350,30.66,1.092,63.006
150,sim-15-1-0.01-0.4-5-1.3-0.27-5-20.rsml,10433.987,15,2057,137.701,2.599,0.247,274,8237,30.542,1.124,61.329
151,sim-15-1-0.01-0.4-5-1.3-0.29-1-20.rsml,12136.731,15,2270,151.903,2.477,0.237,298,9699,33.081,1.05,59.87
152,sim-15-1-0.01-0.4-5-1.3-0.29-2-20.rsml,13817.952,15,2290,153.088,2.124,0.272,332,11343,34.704,0.909,62.511
153,sim-15-1-0.01-0.4-5-1.3-0.29-3-20.rsml,12036.569,15,2123,141.901,2.365,0.279,304,9755,32.592,1.013,62.883
154,sim-15-1-0.01-0.4-5-1.3-0.29-4-20.rsml,12647.54,15,2182,146.057,2.427,0.277,308,10294,33.95,1.033,62.042
155,sim-15-1-0.01-0.4-5-1.3-0.29-5-20.rsml,11732.403,15,2136,142.916,2.723,0.272,293,9438,32.726,1.16,60.203
156,sim-15-1-0.01-0.4-5-1.3-0.3-1-20.rsml,13820.94,15,2323,155.499,2.195,0.263,326,11320,35.241,0.932,63.821
157,sim-15-1-0.01-0.4-5-1.3-0.31-1-20.rsml,14069.619,15,2375,158.874,2.194,0.259,326,11517,35.848,0.939,61.771
158,sim-15-1-0.01-0.4-5-1.3-0.31-2-20.rsml,14466.895,15,2368,158.384,2.214,0.274,341,11914,35.458,0.934,63.099
159,sim-15-1-0.01-0.4-5-1.3-0.31-3-20.rsml,14373.643,15,2475,165.446,2.388,0.251,332,11719,35.819,1.006,60.477
160,sim-15-1-0.01-0.4-5-1.3-0.31-4-20.rsml,14233.804,15,2404,160.754,2.228,0.26,331,11660,35.717,0.94,62.221
161,sim-15-1-0.01-0.4-5-1.3-0.31-5-20.rsml,14404.22,15,2458,164.438,2.361,0.252,328,11762,36.395,1.019,58.137
162,sim-15-1-0.01-0.4-5-1.3-0.33-1-20.rsml,16527.498,15,2616,174.935,2.52,0.253,365,13719,38.092,1.072,60.786
163,sim-15-1-0.01-0.4-5-1.3-0.33-2-20.rsml,14792.529,15,2444,163.363,2.375,0.255,325,12172,37.976,1.013,59.556
164,sim-15-1-0.01-0.4-5-1.3-0.33-3-20.rsml,16565.32,15,2594,173.425,2.132,0.251,362,13777,38.574,0.904,58.596
165,sim-15-1-0.01-0.4-5-1.3-0.33-4-20.rsml,15835.296,15,2522,168.653,2.436,0.264,363,13109,36.654,1.042,61.19
166,sim-15-1-0.01-0.4-5-1.3-0.33-5-20.rsml,16080.777,15,2540,169.773,2.462,0.269,357,13345,37.911,1.053,59.605
167,sim-15-1-0.01-0.4-5-1.3-0.35-1-20.rsml,17729.539,15,2707,180.963,2.252,0.246,374,14822,40.147,0.954,60.293
168,sim-15-1-0.01-0.4-5-1.3-0.35-2-20.rsml,17705.012,15,2675,178.925,2.231,0.247,364,14831,41.267,0.952,60.119
169,sim-15-1-0.01-0.4-5-1.3-0.35-3-20.rsml,18654.08,15,2739,183.196,2.038,0.264,401,15697,39.666,0.853,59.924
170,sim-15-1-0.01-0.4-5-1.3-0.35-4-20.rsml,16725.344,15,2566,171.707,2.128,0.252,367,13958,38.555,0.9,58.341
171,sim-15-1-0.01-0.4-5-1.3-0.35-5-20.rsml,18730.189,15,2697,180.229,2.363,0.255,386,15827,41.52,1.007,61.734
172,sim-15-1-0.01-0.4-5-1.3-0.37-1-20.rsml,18430.08,15,2727,182.382,2.392,0.247,385,15485,40.765,1.015,62.564
173,sim-15-1-0.01-0.4-5-1.3-0.37-2-20.rsml,20116.064,15,2856,190.899,2.098,0.253,428,17039,40.31,0.883,57.373
174,sim-15-1-0.01-0.4-5-1.3-0.37-3-20.rsml,19492.664,15,2792,186.563,2.423,0.252,399,16478,41.84,1.023,60.083
175,sim-15-1-0.01-0.4-5-1.3-0.37-4-20.rsml,19289.641,15,2770,185.113,2.412,0.259,400,16306,41.282,1.008,61.999
176,sim-15-1-0.01-0.4-5-1.3-0.37-5-20.rsml,20026.504,15,2776,185.541,2.075,0.262,419,17027,41.154,0.879,58.204
177,sim-15-1-0.01-0.4-5-1.3-0.39-1-20.rsml,18987.928,15,2768,184.988,2.402,0.253,395,16003,41.046,1.019,59.41
178,sim-15-1-0.01-0.4-5-1.3-0.39-2-20.rsml,18936.691,15,2781,185.86,2.064,0.247,392,15941,41.196,0.882,61.011
179,sim-15-1-0.01-0.4-5-1.3-0.39-3-20.rsml,21879.746,15,2968,198.326,2.276,0.248,450,18678,42.011,0.95,59.344
180,sim-15-1-0.01-0.4-5-1.3-0.39-4-20.rsml,20960.641,15,2905,194.186,2.236,0.251,438,17831,41.205,0.939,57.054
181,sim-15-1-0.01-0.4-5-1.3-0.39-5-20.rsml,18926.324,15,2821,188.574,2.436,0.25,397,15895,40.548,1.03,58.697
182,sim-15-1-0.01-0.6-5-1.3-0.05-1-20.rsml,430.217,11,271,25.229,0.534,0.383,17,144,8.982,0.372,68.414
183,sim-15-1-0.01-0.6-5-1.3-0.05-2-20.rsml,392.78,11,260,23.942,0.504,0.292,14,123,9.244,0.356,63.102
184,sim-15-1-0.01-0.6-5-1.3-0.05-3-20.rsml,406.793,11,266,24.517,0.515,0.333,15,128,9.141,0.384,56.504
185,sim-15-1-0.01-0.6-5-1.3-0.05-4-20.rsml,377.919,11,252,23.39,0.489,0.302,14,113,8.616,0.353,72.569
186,sim-15-1-0.01-0.6-5-1.3-0.05-5-20.rsml,403.921,11,254,23.508,0.52,0.396,16,138,9.084,0.386,73.432
187,sim-15-1-0.01-0.6-5-1.3-0.07-1-20.rsml,821.274,13,439,34.315,0.694,0.307,35,359,10.719,0.476,53.5
188,sim-15-1-0.01-0.6-5-1.3-0.07-2-20.rsml,835.694,12,404,34.111,0.681,0.282,33,408,12.92,0.485,61.788
189,sim-15-1-0.01-0.6-5-1.3-0.07-3-20.rsml,955.036,13,448,34.993,0.738,0.314,39,482,12.824,0.525,62.581
