"","image","diam_max","diam_mean","diam_mode","length","area","width","depth","width_depth_ratio","com_x","com_x.1","ellips_025","ellips_050","ellips_075","ellips_100","rect_020","rect_040","rect_060","rect_080","directionality","tip_count","cross_hori_0_mean","cross_hori_0_max","cross_hori_1_mean","cross_hori_1_max","cross_hori_2_mean","cross_hori_2_max","cross_hori_3_mean","cross_hori_3_max","cross_vert_mean","cross_vert_max","coord_x0","coord_x1","coord_x2","coord_x3","coord_x4","coord_x5","coord_x6","coord_x7","coord_x8","coord_x9"
"105","sim-15-1-0.01-0.4-5-1.3-0.21-1-20",2.4016757,0.46076828,0.21833415,139733.86,15529.454,172.70232,152.61557,1.1316166,0.46823457,0.29898536,0.23033448,0.33431748,0.21969154,0.17460318,0.3540709,0.20970939,0.109480225,0.040631548,73.82822,231,3378.205,7500,2563.2185,7500,850.5747,2700,108.045975,200,1509.3995,5600,0.437421,0.12642226,0.011378002,0.34007585,0.38432363,0.40328696,0.88369155,0.8938053,0.9987358,0.47408345
"106","sim-15-1-0.01-0.4-5-1.3-0.21-2-20",4.1494074,0.79863703,0.19759083,252916.27,30606.621,157.87508,277.6151,0.56868327,0.4933069,0.30340922,0.21037579,0.31380448,0.24240312,0.1671089,0.32244882,0.22291945,0.084648706,0.041607756,52.81745,105,3068.6748,12800,1737.5,5200,582.9545,3400,102.84091,200,2328.2117,9600,0.44680852,0.19774719,0.14518148,0.25531915,0.2703379,0.29286608,0.8861076,0.9474343,0.824781,0.4793492
"107","sim-15-1-0.01-0.4-5-1.3-0.21-4-20",3.2088666,0.71164805,0.20055416,128354.664,13977.222,160.24278,139.78625,1.1463414,0.59132427,0.30377093,0.26051396,0.3978018,0.23438509,0.075115144,0.36342242,0.30211067,0.12964,0.06768255,73.67345,167,3117.7214,8600,2225.2874,5900,728.73566,2200,121.83908,200,1309.068,10300,0.48685858,0.26533166,0.5381727,0.5607009,0.5594493,0.57822275,0.6946183,0.8585732,0.8072591,0.51564455
"108","sim-15-1-0.01-0.4-5-1.3-0.21-5-20",4.2316403,0.5845156,0.17631833,225687.47,30638.838,138.58621,247.1983,0.5606277,0.525085,0.3085171,0.19284686,0.36983368,0.27565747,0.11223456,0.31613627,0.24593428,0.14222248,0.075680494,51.893265,119,2977.439,7800,2101.7144,4400,654.8571,2200,134.85715,200,2619.6382,12300,0.41221374,0.007633588,0.3740458,0.49872774,0.55979645,0.5839695,0.5585242,0.96564883,0.846056,0.4427481
"109","sim-15-1-0.01-0.4-5-1.3-0.23-1-20",4.3376846,0.8867497,0.188595,241401.6,31737.896,149.93301,267.0505,0.5614407,0.5262162,0.31782722,0.2056202,0.37690005,0.27468714,0.10321714,0.31874904,0.2598196,0.16118988,0.08126642,51.832314,87,2754.8193,9200,2067.7966,5400,642.37286,2700,125.42373,200,2422.785,17400,0.46037737,0.17358491,0.2654088,0.33836478,0.7534591,0.7773585,0.69685537,0.8125786,1,0.49056605
"110","sim-15-1-0.01-0.4-5-1.3-0.23-2-20",3.3358667,0.8001665,0.20849167,266869.34,36112.008,166.79333,295.64117,0.5641749,0.5313581,0.30442232,0.17831369,0.31987345,0.2556147,0.17885062,0.3090886,0.20557602,0.0850086,0.04007367,46.998524,140,3258.4338,13000,2229.3784,9400,676.2712,2600,131.07344,200,2645.98,10400,0.46875,0.0175,0.03625,0.54125,0.53875,0.56,0.87625,0.95625,0.97375,0.50125
"111","sim-15-1-0.01-0.4-5-1.3-0.23-4-20",3.2992485,0.82423174,0.25378832,162424.53,18915.605,202.77689,180.6973,1.122191,0.38660613,0.31080297,0.23416473,0.42092764,0.24756819,0.06843948,0.35326633,0.29539937,0.1751439,0.080125585,68.016914,179,3234.9397,8000,2459.5505,5900,902.2472,2000,134.09091,600,1457.4308,7700,0.48685858,0,0.17021276,0.16270338,0.28035045,0.2991239,0.39048812,0.4793492,0.76220274,0.5181477
"112","sim-15-1-0.01-0.4-5-1.3-0.23-5-20",3.733271,0.8935066,0.21960418,281093.34,35034.992,175.68333,311.61832,0.5637773,0.43211442,0.30490255,0.22587864,0.37887135,0.26097393,0.09712481,0.33390373,0.26949862,0.11604205,0.06483763,43.1832,131,3035.3293,8900,1958.1921,6800,679.09607,2700,133.33333,200,2478.8945,21100,0.46625,0.145,0.11875,0.3825,0.42375,0.44375,0.44375,0.5375,0.8925,0.4975
"113","sim-15-1-0.01-0.4-5-1.3-0.25-1-20",4.43992,0.9358301,0.23368,299110.4,40450.473,186.47664,334.3961,0.557652,0.46917412,0.3108035,0.21301314,0.3832018,0.2417592,0.11543483,0.3209264,0.2773567,0.13412324,0.047278482,47.19268,124,3144.3787,9200,2173.743,4500,689.94415,2100,139.10614,200,2662.9724,9400,0.5050125,0.018796992,0.1904762,0.13283208,0.6754386,0.6967419,0.69548875,0.6566416,0.9586466,0.5300752
"114","sim-15-1-0.01-0.4-5-1.3-0.25-2-20",3.963564,0.79238683,0.23315082,298433.06,37356.355,185.58806,333.17252,0.5570329,0.559571,0.30341336,0.23899041,0.39379245,0.24636759,0.07930148,0.33405733,0.29338926,0.1407467,0.05937313,48.93202,135,2846.7456,8300,2120.6704,5100,591.6201,4600,131.84358,200,2488.3838,22000,0.56155777,0.25376883,0.3052764,0.5477387,0.60427135,0.6256281,0.6005025,0.8203518,0.9032663,0.59045225
"115","sim-15-1-0.01-0.4-5-1.3-0.25-4-20",4.206663,0.97788817,0.22140333,283396.25,43040.363,177.12267,318.8208,0.5555556,0.45059586,0.31084347,0.19859257,0.3593864,0.3088149,0.084095515,0.30284777,0.2586292,0.13652404,0.07316948,49.889248,120,3321.5117,11800,2461.111,6200,740,2600,130.1676,200,2892.7136,10700,0.35875,0.08375,0.1775,0.39625,0.40375,0.42625,0.6775,0.76875,0.86875,0.38875
"116","sim-15-1-0.01-0.4-5-1.3-0.25-5-20",4.601633,0.96818304,0.23008166,294504.53,43317.016,184.06532,330.85742,0.55632824,0.56070566,0.31006137,0.21170352,0.37173605,0.27857628,0.10140863,0.32527566,0.25682005,0.1523254,0.070537746,51.652874,120,3177.907,10000,2388.3333,5400,822.2222,3100,133.88889,200,2835.1758,16000,0.51,0.1325,0.34,0.47375,0.4825,0.50375,0.705,0.965,0.975,0.53875
"117","sim-15-1-0.01-0.4-5-1.3-0.27-1-20",4.5987754,0.97277796,0.24204081,309812.25,42630.65,193.14857,349.50693,0.55263156,0.53514177,0.2871474,0.23977743,0.4046954,0.21810026,0.0831261,0.36058027,0.27755067,0.118526086,0.0678249,49.178448,101,3279.0698,7300,1916.0221,6200,538.1215,2000,125.96685,200,2648.7373,11700,0.47619048,0.17418547,0.3508772,0.52380955,0.6165413,0.6378446,0.5914787,0.9423559,0.9160401,0.5012531
"118","sim-15-1-0.01-0.4-5-1.3-0.27-2-20",3.5722983,0.876514,0.25516415,163305.06,22854.033,204.13133,183.97336,1.10957,0.47634125,0.30461952,0.2216801,0.37594622,0.25265166,0.109517,0.3311971,0.25543174,0.105709754,0.042605452,71.20715,288,3693.9758,8300,3073.3333,5600,976.6667,3000,128.40909,800,1705.67,9800,0.38375,0.15875,0.155,0.3375,0.33625,0.35625,0.79125,0.87625,0.73625,0.41875
"119","sim-15-1-0.01-0.4-5-1.3-0.27-4-20",3.3680398,0.9536413,0.25908,165811.19,21578.254,207.26399,186.5376,1.1111112,0.5060063,0.3080849,0.24009462,0.4292575,0.21878302,0.070574395,0.33160838,0.29935884,0.17402267,0.074092306,75.5922,223,3613.253,7500,2331.111,5200,1011.1111,2600,128.08989,200,1542.6066,13300,0.495,0.055,0.3625,0.40875,0.51625,0.53625,0.555,0.675,0.8075,0.5175
"120","sim-15-1-0.01-0.4-5-1.3-0.27-5-20",4.278418,0.70309734,0.25167167,322139.72,44231.043,198.56894,363.66556,0.54602075,0.47890526,0.30050454,0.22860444,0.4023067,0.22548066,0.08388668,0.3227216,0.28759196,0.1662314,0.06557079,36.3953,104,3251.462,6900,2227.6243,4600,580.1105,3200,130.93922,200,2752.9412,17200,0.4714829,0.18377693,0.24588086,0.26362485,0.5234474,0.54372627,0.5614702,0.7008872,0.9873257,0.49683145
"121","sim-15-1-0.01-0.4-5-1.3-0.29-1-20",3.343275,0.8776711,0.257175,329184,45859.703,204.7113,374.18964,0.547079,0.48806912,0.29891008,0.21091178,0.37440908,0.272245,0.10338098,0.32678708,0.24849568,0.13673656,0.056280527,39.10092,126,3587.2832,8900,2560.989,6400,680.7692,2700,131.86813,200,3125.7576,18600,0.46105528,0.09296482,0.15201005,0.56155777,0.56407034,0.5841709,0.6507538,0.7198492,0.8982412,0.48994976
"122","sim-15-1-0.01-0.4-5-1.3-0.29-2-20",3.711575,0.75706923,0.2651125,339344,43712.016,211.82489,385.73868,0.5491409,0.5480128,0.29437158,0.23141539,0.37040654,0.25720975,0.091350734,0.33764958,0.2641966,0.110558525,0.037026703,41.56829,174,3722.9885,7700,2807.6924,6900,791.75824,2100,128.57143,200,3342.9648,19400,0.514393,0.18147685,0.22653316,0.26658323,0.59199,0.60826033,0.620776,0.8047559,0.9274093,0.5394243
"123","sim-15-1-0.01-0.4-5-1.3-0.29-4-20",3.1176383,0.8001911,0.28342167,181389.88,23578.133,226.45392,205.76413,1.100551,0.49141803,0.29580972,0.23533796,0.38438052,0.24691373,0.086535804,0.34406367,0.27753,0.1285716,0.047180586,67.10659,344,3691.7646,7100,2918.6814,6100,863.73627,2700,114.28571,200,1705.2897,8600,0.4580726,0.0738423,0.23153943,0.37546933,0.40425533,0.42177722,0.7947434,0.78723407,0.7634543,0.48811013
"124","sim-15-1-0.01-0.4-5-1.3-0.29-5-20",4.6947665,1.0254624,0.23473834,300465.06,46776.777,187.79066,340.37057,0.55172414,0.5883314,0.3082912,0.21997069,0.3900297,0.26967162,0.07373841,0.32381368,0.273626,0.1528313,0.079649925,48.544598,120,3513.372,11100,2271.8232,5100,748.0663,2000,140.55556,400,2947.7388,11200,0.51875,0.135,0.34,0.4875,0.5125,0.53625,0.69625,0.8675,0.88,0.5425
"125","sim-15-1-0.01-0.4-5-1.3-0.3-1-20",3.2854903,0.7945874,0.25273,323494.4,42741.953,202.184,368.7331,0.5483208,0.5512072,0.2972392,0.21517138,0.3985549,0.24740866,0.088693894,0.3301778,0.28012487,0.1490353,0.052648697,42.35348,156,3597.1265,7200,2806.044,6000,807.1429,2100,110.43956,300,3268.8442,17600,0.46625,0.15875,0.3325,0.5875,0.61,0.6275,0.8475,0.81,0.9725,0.485
"126","sim-15-1-0.01-0.4-5-1.3-0.31-1-20",2.5898476,0.7439891,0.28776082,184166.94,22824.326,230.20866,210.0654,1.0958904,0.509889,0.29118037,0.2184021,0.36158705,0.27885574,0.09323348,0.34046927,0.26599595,0.120818995,0.04334506,64.78192,364,3739.2856,6600,2636.2637,5500,850.54944,2100,119.78022,200,1654.5918,10100,0.44875,0.0625,0.23,0.44625,0.455,0.47,0.81625,0.8225,0.92,0.4775
"127","sim-15-1-0.01-0.4-5-1.3-0.31-2-20",3.42519,0.5838857,0.2854325,365353.6,46114.758,224.63538,417.01688,0.53867215,0.49924168,0.29295954,0.23609658,0.38244998,0.22159432,0.10061834,0.33146614,0.26845586,0.15119366,0.05961835,40.295933,207,3742.0454,8100,2718.0327,7900,771.5847,3100,137.70493,200,3384.2783,14700,0.48792884,0.039390087,0.14612453,0.3888183,0.39644217,0.41296062,0.656925,0.635324,0.87674713,0.5133418
"128","sim-15-1-0.01-0.4-5-1.3-0.31-4-20",3.42646,0.81554127,0.28553835,365489.06,46258.35,227.85959,417.45703,0.5458276,0.5463744,0.29011226,0.20872325,0.37073776,0.28054863,0.07143033,0.33456582,0.2591294,0.13916323,0.065004565,41.7291,196,3861.7144,9000,2800,5800,798.36066,2300,129.5082,200,3465.9949,17800,0.5388471,0.1641604,0.30451128,0.34461153,0.4310777,0.4473684,0.47243106,0.877193,0.89849627,0.5689223
"129","sim-15-1-0.01-0.4-5-1.3-0.31-5-20",3.2131,0.88812256,0.29209998,373887.97,48502.617,233.68,427.63437,0.5464481,0.47149014,0.30241826,0.22891574,0.3867677,0.27099994,0.07400872,0.33479476,0.26512215,0.13369629,0.06242171,34.272526,180,3529.1428,8800,2549.1804,4300,835.5191,2800,139.34427,200,3204.2712,19300,0.475,0.19375,0.17625,0.43375,0.55625,0.57125,0.57875,0.7975,0.975,0.49625
"130","sim-15-1-0.01-0.4-5-1.3-0.33-1-20",4.105275,0.73353887,0.273685,350316.8,50562.21,217.3059,403.138,0.539036,0.484049,0.30493996,0.22161238,0.4342557,0.22649476,0.06256157,0.3158607,0.31412318,0.17370336,0.06929514,42.11766,167,3632.7683,8100,2765.761,6000,881.5217,3300,142.39131,600,3375.9495,15200,0.46347606,0.12846348,0.19521411,0.42317382,0.41561714,0.43324938,0.58564234,0.6599496,0.7065491,0.4836272
"131","sim-15-1-0.01-0.4-5-1.3-0.33-2-20",3.7147498,0.8459972,0.28574997,365759.97,48305.75,227.17123,418.62372,0.54266214,0.48052114,0.2982479,0.21480162,0.3766068,0.2693361,0.086673096,0.3260179,0.25477228,0.11428048,0.04352584,35.379242,227,3550.568,8000,2792.3496,13300,792.8962,2600,126.22951,200,3308.3333,17400,0.4427673,0.028930817,0.19119497,0.4779874,0.48427674,0.50062895,0.7811321,0.88427675,0.91320753,0.4691824
"132","sim-15-1-0.01-0.4-5-1.3-0.33-4-20",4.510511,0.8421735,0.26532418,339614.94,47473.66,211.46336,390.02655,0.54217684,0.55206823,0.29551357,0.22280036,0.42483807,0.23663282,0.07536593,0.34767252,0.28278014,0.15041329,0.06678701,44.479897,203,3572.5715,7600,2709.7827,5900,785.86957,2800,148.36957,1000,3226.7002,17500,0.46549562,0.03638645,0.2735257,0.4880803,0.5144291,0.531995,0.64115435,0.6813049,0.8732748,0.4868256
"133","sim-15-1-0.01-0.4-5-1.3-0.33-5-20",5.103495,0.9550134,0.268605,343814.4,47465.727,214.07819,395.11798,0.5418083,0.47479835,0.29870543,0.23168772,0.42547762,0.22108854,0.08262597,0.33679658,0.2835914,0.16399565,0.062259495,41.603638,181,3510.8572,7500,2469.0217,5700,821.1957,3100,138.04347,400,3165.9092,19500,0.4165621,0.041405268,0.11668758,0.3613551,0.40276036,0.42158094,0.5934755,0.629862,0.95859474,0.4353827
"134","sim-15-1-0.01-0.4-5-1.3-0.35-1-20",3.63347,0.626249,0.30278918,387570.12,51115.355,239.20345,446.9168,0.53523034,0.48884243,0.29866037,0.21528892,0.3992477,0.26372656,0.071533926,0.32337767,0.2787667,0.17199302,0.063797645,35.131973,211,3801.6948,6600,2976.7568,6400,952.43243,2700,151.63043,500,3609.1604,13600,0.49620253,0.14050633,0.30126584,0.36835444,0.4278481,0.443038,0.52405065,0.6721519,0.9835443,0.5151899
"135","sim-15-1-0.01-0.4-5-1.3-0.35-2-20",3.9842017,0.7992119,0.28458583,364269.88,50995.504,227.66867,419.7641,0.5423729,0.45607653,0.29697734,0.2119291,0.39351088,0.27730033,0.078357294,0.32479686,0.26060873,0.16480647,0.062446985,38.20293,197,4131.073,8300,3128.261,6100,939.13043,3200,146.73914,800,3756.2815,19700,0.47875,0.06625,0.2375,0.405,0.44,0.455,0.625,0.675,0.92,0.50125
"136","sim-15-1-0.01-0.4-5-1.3-0.35-4-20",4.173855,0.76841915,0.29813248,381609.6,47056.637,237.61159,438.25476,0.54217684,0.4849109,0.29321146,0.2252436,0.38156843,0.2547802,0.09823363,0.34015256,0.2609511,0.14433786,0.054936074,35.798447,217,3797.191,8400,2899.4565,5800,851.63043,2500,140.21739,400,3520.655,14800,0.47929737,0.067754075,0.114178166,0.5156838,0.54956084,0.5633626,0.7101631,0.74905896,0.9297365,0.5018821
"137","sim-15-1-0.01-0.4-5-1.3-0.35-5-20",4.1660233,0.7180774,0.32046333,410193.06,55361.645,255.08882,473.0039,0.5392954,0.53811246,0.3026768,0.21689676,0.37538132,0.2732135,0.090336025,0.31736854,0.27984717,0.14684379,0.06816011,31.022467,218,3669.6628,8000,3099.4595,7100,1038.919,3800,164.32433,800,3697.7273,13700,0.49748743,0.13819095,0.25251257,0.36432162,0.3982412,0.41331658,0.7776382,0.8241206,0.91457283,0.51758796
"138","sim-15-1-0.01-0.4-5-1.3-0.37-1-20",4.33324,0.65569437,0.2708275,346659.22,49248.9,213.6829,400.28305,0.5338295,0.47176284,0.30572158,0.22242996,0.40233493,0.25703067,0.07542096,0.31191227,0.28351462,0.1608229,0.073446766,47.101353,188,3393.2585,6900,2862.7026,6400,924.32434,2700,160.54054,1700,3388.2654,16000,0.45500633,0.06590621,0.24968314,0.38403043,0.40937895,0.42712295,0.5107731,0.5792142,0.9429658,0.47401774
"139","sim-15-1-0.01-0.4-5-1.3-0.37-2-20",3.44424,0.583609,0.28702,367385.6,47364.043,226.7458,425.07663,0.53342336,0.549934,0.3010271,0.22534844,0.41508907,0.25415707,0.07134893,0.3258514,0.29227972,0.15381166,0.06676766,38.235664,186,3597.7654,8100,2849.7297,6000,991.8919,3700,165.40541,600,3514.7583,19500,0.51898736,0.08987342,0.4101266,0.5303798,0.50253165,0.51772153,0.6493671,0.7620253,0.9392405,0.5417721
"140","sim-15-1-0.01-0.4-5-1.3-0.37-4-20",4.1894126,0.6441492,0.27929416,357496.53,51423.082,220.3631,413.07608,0.53346854,0.4974255,0.2950574,0.21075615,0.41090497,0.2433711,0.078297615,0.32762143,0.28469244,0.15110418,0.06635962,48.0549,164,4032.7683,6800,2968.6487,6300,871.3514,2800,141.08109,1300,3708.9744,13900,0.4068441,0.08365019,0.25855514,0.4537389,0.43726236,0.45500633,0.5031686,0.72623575,0.9531052,0.43219265
"141","sim-15-1-0.01-0.4-5-1.3-0.37-5-20",3.8922327,0.7669879,0.2994025,383235.22,48738.24,236.52798,443.11572,0.5337838,0.45982945,0.30139944,0.23003349,0.39332864,0.244826,0.0699143,0.3153116,0.2968578,0.14313358,0.057818595,39.02089,242,3696.0674,6600,3298.919,6900,988.6486,3000,175.67567,900,3806.3613,18400,0.49367088,0.053164557,0.19367088,0.4329114,0.5113924,0.5253165,0.5316456,0.75949365,0.9962025,0.51265824
"142","sim-15-1-0.01-0.4-5-1.3-0.39-1-20",4.6672497,0.90075725,0.31114998,398271.97,53104.902,247.05309,460.50198,0.5364865,0.526915,0.29707637,0.22206794,0.42633575,0.23603617,0.060759462,0.32507193,0.29772723,0.16509348,0.06484915,41.28159,190,3739.6648,7600,2941.6216,6000,851.3514,2800,184.32433,1300,3533.0808,19200,0.51511335,0.06801008,0.33627203,0.45717883,0.5050378,0.5214106,0.5377834,0.70780855,0.9861461,0.53400505
"143","sim-15-1-0.01-0.4-5-1.3-0.39-2-20",3.0405917,0.7307348,0.30405918,389195.72,48280.035,242.6392,449.39944,0.5399188,0.53696054,0.28999358,0.2054917,0.36577132,0.2896999,0.08442863,0.3256479,0.25887206,0.124306455,0.05406682,36.234535,216,3959.887,8600,3057.838,7600,879.4595,2700,152.43243,700,3689.6726,15200,0.48746866,0.100250624,0.20927319,0.52130324,0.575188,0.5902256,0.6904762,0.7380952,0.9736842,0.50751877
"144","sim-15-1-0.01-0.4-5-1.3-0.39-4-20",3.74523,0.62626904,0.3121025,399491.2,53065.54,246.87308,463.16013,0.5330189,0.5279507,0.3037353,0.23209392,0.40754354,0.25159094,0.06790726,0.3255149,0.291973,0.15818757,0.07000106,31.21617,184,3489.4443,6900,3367.742,8000,1078.4946,3000,194.08603,1300,3776.8447,19900,0.5145386,0.02528445,0.3476612,0.39823008,0.44879898,0.46270543,0.7509482,0.84450066,0.9329962,0.53729457
"145","sim-15-1-0.01-0.4-5-1.3-0.39-5-20",4.3721867,0.6172605,0.27326167,349774.94,54019.188,216.96976,404.42728,0.5364865,0.4916975,0.30408278,0.20314847,0.3826682,0.27802086,0.08406388,0.29983863,0.2747783,0.14884943,0.06686968,41.07609,228,4006.1797,12100,3346.4866,6600,969.1892,3300,172.43243,1300,3934.264,20600,0.4672544,0.050377835,0.13476071,0.48488665,0.44710326,0.4647355,0.5579345,0.74055415,0.95465994,0.49118388
"146","sim-15-1-0.01-0.6-5-1.3-0.05-1-20",0.508,0.1698855,0.08466667,53376.24,2220.976,37.676666,62.23,0.60544217,0.5265928,0.33003175,0.19316103,0.2904468,0.16224459,0.15915675,0.35136473,0.1770738,0.0725831,0.05108265,21.802446,20,940.9091,6900,770.65216,1900,289.13043,600,100,100,823.4146,11400,0.24494383,0.22247191,0.051685393,0.43595505,0.44269663,0.46516854,0.45617977,0.894382,0.7303371,0.65842694
"147","sim-15-1-0.01-0.6-5-1.3-0.05-2-20",0.508,0.24097435,0.33866668,46531.19,1891.792,38.269333,57.82733,0.66178626,0.5143423,0.3238402,0.20291801,0.28705692,0.25993556,0.120435014,0.37235948,0.16245972,0.058002148,0.055809166,33.765156,16,1141.6666,10800,844.7059,5400,264.70587,400,127.05882,200,733.9286,11500,0.460177,0.19026549,0.24557522,0.19690265,0.50884956,0.53097343,0.5221239,0.96681416,0.88716817,0.63274336
"148","sim-15-1-0.01-0.6-5-1.3-0.05-4-20",0.508,0.15577644,0.08466667,44720.76,1680.718,37.253334,55.710667,0.668693,0.5326885,0.30966341,0.20694171,0.32859805,0.2039192,0.0980807,0.40451363,0.14810337,0.07228855,0.064984135,25.576801,29,908.7719,4900,796.3415,2000,207.31708,1500,100,100,666.6667,9700,0.48636365,0.3090909,0,0.575,0.6363636,0.6545454,0.6068182,0.6068182,0.8181818,0.65
"149","sim-15-1-0.01-0.6-5-1.3-0.05-5-20",0.508,0.20606443,0.08466667,60723.78,2028.698,50.884666,56.04933,0.907855,0.579308,0.32761794,0.31935227,0.3106715,0.16384959,0.072826676,0.37394097,0.25337005,0.102374695,0.0675264,17.666086,16,1028.0702,11500,828.91565,2400,275.90363,400,120.481926,200,545.1505,9700,0.45257902,0.46921796,0.55074877,0.5640599,0.5607321,0.57570714,0.5790349,0.9201331,0.7138103,0.57237935
"150","sim-15-1-0.01-0.6-5-1.3-0.07-1-20",0.76199996,0.23503146,0.08466667,84271.1,5095.071,54.864,87.545334,0.6266925,0.54585826,0.32522032,0.22067866,0.33282927,0.24204859,0.1237994,0.37259462,0.23769484,0.060570307,0.0422912,32.095028,34,1305.7693,9100,1079.0698,2900,342.63565,600,120.93023,200,1032.2981,11100,0.5632716,0.22067901,0.18055555,0.084876545,0.7021605,0.720679,0.6759259,0.8765432,0.85339504,0.66512346
"151","sim-15-1-0.01-0.6-5-1.3-0.07-2-20",0.79629,0.18682188,0.088476665,56625.066,2744.9001,69.10028,46.892635,1.4735849,0.5153685,0.31547096,0.26766375,0.3746132,0.19481692,0.10272692,0.37193784,0.24381125,0.13583033,0.057858434,69.762474,37,1926,4400,1625.7576,5700,543.9394,1400,121.21212,300,651.938,9100,0.5172855,0.2765685,0.4455826,0.3559539,0.5070422,0.5224072,0.51472473,0.74647886,0.95134443,0.6184379
"152","sim-15-1-0.01-0.6-5-1.3-0.07-4-20",1.1006666,0.2213362,0.16933334,87582.25,4734.56,55.456665,82.973335,0.6683673,0.5112575,0.32319927,0.26278612,0.29238197,0.21173105,0.122103006,0.34644136,0.23240343,0.11221388,0.043258227,54.570507,33,1279.5918,12600,962.6016,2800,392.68292,1200,105.691055,200,1012.5786,14900,0.43206108,0.13587786,0.17862596,0.52671754,0.50076336,0.5206107,0.54503816,0.99236643,0.8351145,0.65648854
"153","sim-15-1-0.01-0.6-5-1.3-0.07-5-20",0.9383183,0.22896051,0.08530167,54593.066,2849.161,65.68228,45.72169,1.4365672,0.54233515,0.30309466,0.26732734,0.32079878,0.17993473,0.11520613,0.38968894,0.21220921,0.12041555,0.034849256,76.79931,60,2407.6924,17300,1489.5522,7200,528.3582,3000,100,100,689.7638,6300,0.3987013,0.37272727,0.36753246,0.2896104,0.27272728,0.2883117,0.30649352,0.9415584,0.7935065,0.62857145
"154","sim-15-1-0.01-0.6-5-1.3-0.09-1-20",0.9279466,0.26851955,0.11599333,74235.734,5104.1704,92.2147,68.90004,1.3383838,0.546064,0.3125336,0.26115808,0.4106445,0.21416235,0.06965276,0.3948732,0.258931,0.15275884,0.05883556,74.09978,90,2495.082,7300,1740.5405,5000,635.13513,3300,110.810814,200,846.46466,4200,0.38113207,0.0918239,0.39245284,0.32704404,0.73836476,0.754717,0.7081761,0.73207545,0.85408807,0.572327
"155","sim-15-1-0.01-0.6-5-1.3-0.09-2-20",1.2573,0.28084043,0.114300005,73152,4727.448,90.4113,67.208405,1.3452381,0.48204848,0.2970531,0.27973887,0.35454544,0.2125,0.10887331,0.40101546,0.22637814,0.092988394,0.037209865,76.82326,87,2651.6128,11000,1660.8108,9500,451.35135,3000,116.21622,200,810.23016,10400,0.41466498,0.19595449,0.3034134,0.46902654,0.4437421,0.460177,0.8154235,0.7787611,0.7079646,0.48419723
"156","sim-15-1-0.01-0.6-5-1.3-0.09-4-20",1.27,0.3363418,0.08466667,107464.35,8599.932,62.992,101.6,0.62,0.5322874,0.33858278,0.2541792,0.35174355,0.24638195,0.07503889,0.32449248,0.26048988,0.16003111,0.07429066,50.56495,36,1617.6,17500,1458.6666,8600,608.6667,2100,120,300,1365.4054,9200,0.49865592,0.25,0.33333334,0.38575268,0.75537634,0.77956986,0.6639785,0.91935486,0.9408602,0.57123655
"157","sim-15-1-0.01-0.6-5-1.3-0.09-5-20",0.90932,0.25848657,0.113665,72745.6,5170.3936,88.999695,67.28968,1.3226352,0.44772324,0.30860758,0.24984612,0.33213156,0.23964562,0.1179432,0.37869328,0.21379265,0.08819909,0.036734965,75.54528,98,2378.6885,10000,1906.7567,4000,552.7027,2100,116.21622,200,880.31494,3000,0.47637293,0.0945083,0.06385696,0.0038314175,0.43422732,0.449553,0.49808428,0.65389526,0.87356323,0.5466156
"158","sim-15-1-0.01-0.6-5-1.3-0.11-1-20",1.3900151,0.28201613,0.126365,80873.6,6989.5015,98.43834,77.71448,1.2666667,0.50884557,0.32840553,0.24175586,0.36939543,0.23087214,0.110410035,0.32396224,0.27277985,0.111386314,0.036556263,75.05281,63,2321.5386,7900,2320.7793,6100,809.0909,6600,135.06494,200,1064.9215,4000,0.45442876,0.2605905,0.15661104,0.033376124,0.67008984,0.6880616,0.6405648,0.89602053,0.9974326,0.5109114
"159","sim-15-1-0.01-0.6-5-1.3-0.11-2-20",1.3006917,0.30903232,0.13006917,83244.266,7908.3354,103.7952,80.90302,1.2829581,0.4894462,0.32435748,0.1961152,0.36111248,0.2578905,0.11976777,0.3035312,0.26318645,0.107267976,0.04177563,78.24864,83,2554.5454,10800,2767.9487,5400,861.53845,6800,129.48718,200,1161.1111,8300,0.3709273,0.18170427,0.17293233,0.27694234,0.21303259,0.22932331,0.9047619,0.8295739,0.8696742,0.48872182
"160","sim-15-1-0.01-0.6-5-1.3-0.11-4-20",0.98467326,0.3578259,0.12308416,78773.86,6421.67,97.851906,76.189095,1.2843295,0.5329005,0.30141297,0.27571732,0.39566442,0.2110287,0.08036724,0.371054,0.27326396,0.117857896,0.04897169,75.69301,74,2504.4775,8200,2093.5066,7200,535.06494,2200,100,100,953.6709,5800,0.46792454,0.059119496,0.40754718,0.45031446,0.41761005,0.436478,0.46792454,0.8666667,0.7924528,0.5610063
"161","sim-15-1-0.01-0.6-5-1.3-0.11-5-20",1.59131,0.40821123,0.13260916,84869.87,7149.49,106.08733,82.88073,1.28,0.46371403,0.30034047,0.25186408,0.4028082,0.19673926,0.07463738,0.3604815,0.28632638,0.11612939,0.06488111,79.862114,72,3140.2986,6800,2179.487,7200,546.1539,1800,123.07692,200,1099.4974,7000,0.24625,0.04625,0.2325,0.37625,0.4425,0.45875,0.4525,0.755,0.70125,0.51875
