image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
dicot-2D-12.41-1-1.438-0.00887-0.223-2.029-0.746-1.131-1.286-5.566-5-r167-5.rsml,472.44104,23.0,411.0,268.18405,1,472.0,472.44104,14.090112,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.45-1-1.536-0.01952-0.693-4.125-0.534-0.565-1.077-11.05-5-r291-5.rsml,236.22046,19.0,176.0,264.36298,1,236.0,236.22046,7.0944242,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.473-1-1.586-0.00478-0.688-2.826-0.167-1.038-1.506-15.918-9-r493-9.rsml,5314.9614,541.0,928.0,273.56732,1,1003.0,1003.9371,17.642845,0.03183239,17,4307.0,253.58961,8.629788,59.657158,35,18.0,18.0,1.0
dicot-2D-12.495-1-1.281-0.00741-0.893-2.559-0.328-1.603-0.991-5.103-8-r242-8.rsml,8444.883,505.0,1294.0,277.57193,1,1358.0,1358.2678,41.911762,0.024814377,21,7080.0,337.45786,20.090704,33.107937,43,22.0,22.0,1.0
dicot-2D-12.583-1-1.295-0.00238-0.797-3.301-0.528-0.3-1.632-24.587-5-r65-5.rsml,118.110245,5.0,58.0,276.65768,1,118.0,118.110245,3.7028954,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.726-1-1.658-0.01585-0.866-5.246-0.604-0.801-1.512-19.106-7-r303-7.rsml,1181.1025,183.0,529.0,297.97842,1,590.0,590.5513,14.000424,0.024208916,3,590.0,196.85042,8.084151,46.75501,7,4.0,4.0,1.0
dicot-2D-12.765-1-1.615-0.01516-0.448-4.497-0.809-0.378-1.42-23.377-8-r381-8.rsml,295.27554,45.0,230.0,260.045,1,295.0,295.27554,5.0200267,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.803-1-1.236-0.00601-0.101-2.203-0.153-0.605-1.425-6.095-6-r19-6.rsml,354.33072,23.0,293.0,264.31677,1,354.0,354.33072,7.1616006,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.848-1-1.59-0.00475-0.21-3.62-0.145-0.532-1.5-14.111-5-r215-5.rsml,177.16531,7.0,117.0,268.20633,1,177.0,177.16531,6.29417,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-12.856-1-1.357-0.00691-0.184-2.084-0.316-1.288-1.363-10.043-8-r125-8.rsml,1768.8859,70.0,1058.0,249.36302,1,1122.0,1122.0471,16.241886,0.020313501,7,644.0,92.405556,2.7938764,64.93468,15,8.0,8.0,1.0
dicot-2D-12.962-1-1.528-0.00104-0.836-4.158-0.261-0.7-1.125-13.578-8-r66-8.rsml,1712.5984,324.0,503.0,273.61673,1,590.0,590.55115,10.156327,0.024434825,6,1121.0,187.00786,6.967204,46.82811,13,7.0,7.0,1.0
dicot-2D-13.014-1-1.407-0.02874-0.589-2.133-0.507-1.317-1.566-25.064-5-r274-5.rsml,590.55115,19.0,530.0,267.9475,1,590.0,590.55115,19.873804,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.048-1-1.189-0.01209-0.889-5.924-0.214-0.71-1.646-14.412-5-r434-5.rsml,295.2756,10.0,235.0,273.4659,1,295.0,295.2756,8.906064,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.075-1-1.467-0.01867-0.461-5.058-0.122-0.558-1.072-7.205-5-r334-5.rsml,236.2205,16.0,176.0,264.46982,1,236.0,236.2205,6.6236763,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.084-1-1.219-0.02992-0.408-3.195-0.973-0.883-0.827-13.327-7-r322-7.rsml,872.9743,31.0,587.0,272.25232,1,649.0,649.6063,13.986402,0.02649974,2,222.0,111.684006,4.291228,8.568186,5,3.0,3.0,1.0
dicot-2D-13.112-1-1.486-0.02997-0.115-4.148-0.881-0.569-1.267-20.118-8-r494-8.rsml,472.44095,37.0,411.0,274.86038,1,472.0,472.44095,6.893531,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.141-1-1.302-0.02169-0.212-5.749-0.428-0.838-0.871-12.149-6-r18-6.rsml,472.44095,10.0,412.0,269.50113,1,472.0,472.44095,10.086071,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.24-1-1.314-0.01136-0.897-2.9-0.118-0.426-0.913-14.883-8-r108-8.rsml,579.9033,54.0,293.0,290.49692,1,354.0,354.33072,5.8499656,0.05839082,2,225.0,112.7863,4.28329,37.008232,5,3.0,3.0,1.0
dicot-2D-13.31-1-1.453-0.0299-0.266-5.125-0.175-0.64-1.164-15.982-6-r484-6.rsml,354.33075,15.0,294.0,273.79788,1,354.0,354.33075,7.6163588,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.311-1-1.698-0.01611-0.564-4.321-0.577-1.604-1.609-17.742-8-r99-8.rsml,5964.567,619.0,1402.0,286.10904,1,1476.0,1476.3777,31.221392,0.01959423,17,4484.0,264.01114,11.065499,68.28471,35,18.0,18.0,1.0
dicot-2D-13.353-1-1.242-0.00633-0.455-5.746-0.187-1.565-0.947-14.633-10-r313-10.rsml,6909.449,418.0,1870.0,268.70993,1,1948.0,1948.8193,21.337536,0.012893026,14,4956.0,354.33075,8.270531,31.194426,29,15.0,15.0,1.0
dicot-2D-13.399-1-1.535-0.00138-0.181-2.773-0.499-1.104-1.424-12.946-6-r425-6.rsml,649.60626,74.0,584.0,263.3511,1,649.0,649.60626,13.55672,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.44-1-1.532-0.02895-0.642-4.115-0.676-0.625-1.014-9.451-9-r240-9.rsml,1062.9922,175.0,586.0,261.7884,1,649.0,649.6062,10.145351,0.02057513,2,413.0,206.69296,5.095787,37.63455,5,3.0,3.0,1.0
dicot-2D-13.468-1-1.478-0.02548-0.179-3.369-0.489-1.495-1.518-7.678-5-r400-5.rsml,649.6064,31.0,588.0,268.21555,1,649.0,649.6064,18.033297,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.486-1-1.497-0.02246-0.655-5.985-0.879-0.921-1.44-14.303-9-r17-9.rsml,2066.929,318.0,939.0,278.44754,1,1003.0,1003.93695,16.111763,0.017683098,5,1062.0,212.59843,7.6347384,56.75,11,6.0,6.0,1.0
dicot-2D-13.507-1-1.358-0.02921-0.155-5.992-0.453-0.964-0.853-21.697-8-r225-8.rsml,885.8267,48.0,820.0,271.32407,1,885.0,885.8267,11.630207,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
