 ;image;tot_root_length;n_primary;tot_prim_length;mean_prim_length;mean_prim_diameter;mean_lat_density;n_laterals;tot_lat_length;mean_lat_length;mean_lat_diameter;mean_lat_angle
461;sim-0.05-0.3-10-1-4-0.5-1-20-1.rsml;4763.427;15;1413;94.667;0.931;0.292;229;3229;14.6;0.284;18.484
462;sim-0.05-0.3-10-1-4-0.5-1-20-2.rsml;4833.777;15;1415;94.795;0.931;0.295;233;3295;14.643;0.284;18.305
463;sim-0.05-0.3-10-1-4-0.5-1-20-3.rsml;4852.354;15;1417;94.955;0.931;0.288;231;3312;14.84;0.286;18.837
464;sim-0.05-0.3-10-1-4-0.5-1-20-4.rsml;4763.509;15;1419;95.004;0.931;0.294;232;3220;14.39;0.284;18.761
465;sim-0.05-0.3-10-1-4-0.5-1-20-5.rsml;4791.045;15;1419;95.095;0.931;0.288;229;3248;14.693;0.284;18.49
466;sim-0.05-0.3-10-1-4-1-0.6-20-1.rsml;1435.664;15;807;54.209;0.559;0.36;82;587;7.592;0.181;41.08
467;sim-0.05-0.3-10-1-4-1-0.6-20-2.rsml;1468.239;15;796;53.615;0.559;0.365;82;623;8.098;0.182;38.431
468;sim-0.05-0.3-10-1-4-1-0.6-20-3.rsml;1498.952;15;800;53.696;0.559;0.364;82;659;8.458;0.182;43.063
469;sim-0.05-0.3-10-1-4-1-0.6-20-4.rsml;1473.852;15;797;53.501;0.559;0.368;84;628;7.992;0.182;40.571
470;sim-0.05-0.3-10-1-4-1-0.6-20-5.rsml;1483.609;15;799;53.836;0.559;0.365;82;632;8.245;0.18;44.496
471;sim-0.05-0.3-10-1-4-1-0.8-20-1.rsml;2724.289;15;1114;74.728;0.745;0.309;153;1525;10.479;0.23;39.402
472;sim-0.05-0.3-10-1-4-1-0.8-20-2.rsml;2724.552;15;1108;74.334;0.745;0.305;148;1540;10.875;0.231;40.059
473;sim-0.05-0.3-10-1-4-1-0.8-20-3.rsml;2774.335;15;1112;74.653;0.745;0.319;155;1579;10.674;0.231;39.682
474;sim-0.05-0.3-10-1-4-1-0.8-20-4.rsml;2691.568;15;1113;74.743;0.745;0.319;152;1491;10.332;0.232;39.835
475;sim-0.05-0.3-10-1-4-1-0.8-20-5.rsml;2773.959;15;1108;74.384;0.745;0.313;153;1584;10.838;0.232;40.433
476;sim-0.05-0.3-10-1-4-1-1-20-1.rsml;4394.256;15;1418;95.049;0.931;0.304;225;2852;13.193;0.284;40.736
477;sim-0.05-0.3-10-1-4-1-1-20-2.rsml;4446.928;15;1418;95.044;0.931;0.292;231;2908;13.079;0.283;38.863
478;sim-0.05-0.3-10-1-4-1-1-20-3.rsml;4384.621;15;1416;94.963;0.931;0.305;233;2847;12.705;0.284;39.144
479;sim-0.05-0.3-10-1-4-1-1-20-4.rsml;4415.5;15;1417;95.054;0.931;0.313;230;2869;12.999;0.284;38.911
480;sim-0.05-0.3-10-1-4-1-1-20-5.rsml;4387.715;15;1423;95.288;0.931;0.304;232;2839;12.752;0.286;38.627
481;sim-0.05-0.3-20-0.3-2-0.5-0.6-20-1.rsml;2418.96;5;428;86.213;0.559;0.557;132;1919;15.06;0.176;18.161
482;sim-0.05-0.3-20-0.3-2-0.5-0.6-20-2.rsml;2456.151;5;432;86.837;0.559;0.543;132;1955;15.318;0.177;17.559
483;sim-0.05-0.3-20-0.3-2-0.5-0.6-20-3.rsml;2458.546;5;431;86.765;0.559;0.548;132;1955;15.339;0.176;18.519
484;sim-0.05-0.3-20-0.3-2-0.5-0.6-20-4.rsml;2398.962;5;427;85.764;0.559;0.55;132;1901;14.925;0.177;17.972
485;sim-0.05-0.3-20-0.3-2-0.5-0.6-20-5.rsml;2440.035;5;427;85.926;0.559;0.558;132;1947;15.23;0.177;18.557
486;sim-0.05-0.3-20-0.3-2-0.5-0.8-20-1.rsml;4682.651;5;592;118.921;0.745;0.549;185;4006;22.098;0.228;16.192
487;sim-0.05-0.3-20-0.3-2-0.5-0.8-20-2.rsml;4676.006;5;593;119.036;0.745;0.541;185;3990;22.059;0.228;17.216
488;sim-0.05-0.3-20-0.3-2-0.5-0.8-20-3.rsml;4659.562;5;594;119.097;0.745;0.546;185;3971;21.968;0.227;17.285
489;sim-0.05-0.3-20-0.3-2-0.5-0.8-20-4.rsml;4638.154;5;589;118.319;0.745;0.565;185;3957;21.873;0.227;16.387
490;sim-0.05-0.3-20-0.3-2-0.5-0.8-20-5.rsml;4675.914;5;591;118.868;0.745;0.56;185;3989;22.063;0.228;17.794
491;sim-0.05-0.3-20-0.3-2-0.5-1-20-1.rsml;7724.612;5;750;150.541;0.931;0.508;262;6837;26.61;0.281;16.537
492;sim-0.05-0.3-20-0.3-2-0.5-1-20-2.rsml;7719.794;5;752;150.912;0.931;0.522;265;6827;26.284;0.279;16.435
493;sim-0.05-0.3-20-0.3-2-0.5-1-20-3.rsml;7690.214;5;752;150.843;0.931;0.508;260;6813;26.677;0.279;16.79
494;sim-0.05-0.3-20-0.3-2-0.5-1-20-4.rsml;7678.104;5;750;150.583;0.931;0.519;263;6794;26.332;0.279;15.969
495;sim-0.05-0.3-20-0.3-2-0.5-1-20-5.rsml;7617.536;5;752;150.846;0.931;0.5;257;6737;26.705;0.278;15.673
496;sim-0.05-0.3-20-0.3-2-1-0.6-20-1.rsml;2106.648;5;430;86.344;0.559;0.55;132;1615;12.689;0.177;38.224
497;sim-0.05-0.3-20-0.3-2-1-0.6-20-2.rsml;2196.045;5;430;86.489;0.559;0.559;132;1698;13.361;0.177;39.149
498;sim-0.05-0.3-20-0.3-2-1-0.6-20-3.rsml;2201.838;5;428;86.302;0.559;0.548;132;1705;13.412;0.177;37.36
499;sim-0.05-0.3-20-0.3-2-1-0.6-20-4.rsml;2151.72;5;429;86.41;0.559;0.55;132;1647;13.028;0.176;39.897
500;sim-0.05-0.3-20-0.3-2-1-0.6-20-5.rsml;2128.089;5;430;86.306;0.559;0.555;132;1629;12.853;0.176;36.636
501;sim-0.05-0.3-20-0.3-2-1-0.8-20-1.rsml;4218.005;5;591;118.822;0.745;0.557;185;3533;19.589;0.228;39.297
502;sim-0.05-0.3-20-0.3-2-1-0.8-20-2.rsml;4165.94;5;590;118.417;0.745;0.552;185;3478;19.318;0.228;40.124
503;sim-0.05-0.3-20-0.3-2-1-0.8-20-3.rsml;4151.546;5;592;118.729;0.745;0.554;185;3464;19.232;0.229;35.611
504;sim-0.05-0.3-20-0.3-2-1-0.8-20-4.rsml;4177.194;5;590;118.468;0.745;0.558;185;3488;19.378;0.228;38.283
505;sim-0.05-0.3-20-0.3-2-1-0.8-20-5.rsml;4267.533;5;593;119.24;0.745;0.554;185;3573;19.845;0.228;38.698
506;sim-0.05-0.3-20-0.3-2-1-1-20-1.rsml;6887.213;5;753;151.116;0.931;0.503;264;5994;23.226;0.279;35.981
507;sim-0.05-0.3-20-0.3-2-1-1-20-2.rsml;6987.873;5;752;150.963;0.931;0.513;262;6099;23.79;0.278;35.557
508;sim-0.05-0.3-20-0.3-2-1-1-20-3.rsml;7049.986;5;749;150.676;0.931;0.508;260;6160;24.218;0.28;36.268
509;sim-0.05-0.3-20-0.3-2-1-1-20-4.rsml;6899.759;5;748;150;0.931;0.53;267;6025;23.033;0.28;35.961
510;sim-0.05-0.3-20-0.3-2-1-1-20-5.rsml;6874.911;5;752;150.899;0.931;0.517;263;5987;23.272;0.278;34.345
511;sim-0.05-0.3-20-0.3-4-0.5-0.6-20-1.rsml;1395.446;5;428;86.202;0.559;0.357;65;935;14.837;0.175;18.254
512;sim-0.05-0.3-20-0.3-4-0.5-0.6-20-2.rsml;1409.38;5;428;86.339;0.559;0.351;65;946;15.041;0.177;17.884
513;sim-0.05-0.3-20-0.3-4-0.5-0.6-20-3.rsml;1437.112;5;428;86.033;0.559;0.358;65;971;15.491;0.177;17.82
514;sim-0.05-0.3-20-0.3-4-0.5-0.6-20-4.rsml;1432.054;5;430;86.316;0.559;0.352;65;967;15.392;0.177;18.27
515;sim-0.05-0.3-20-0.3-4-0.5-0.6-20-5.rsml;1406.457;5;429;86.465;0.559;0.351;65;942;14.987;0.176;14.998
516;sim-0.05-0.3-20-0.3-4-0.5-0.8-20-1.rsml;2592.948;5;592;118.77;0.745;0.315;91;1956;21.968;0.227;18.117
517;sim-0.05-0.3-20-0.3-4-0.5-0.8-20-2.rsml;2610.8;5;589;118.388;0.745;0.329;91;1975;22.185;0.23;16.095
518;sim-0.05-0.3-20-0.3-4-0.5-0.8-20-3.rsml;2603.932;5;594;119.249;0.745;0.318;91;1962;22.063;0.227;14.652
519;sim-0.05-0.3-20-0.3-4-0.5-0.8-20-4.rsml;2597.314;5;595;119.357;0.745;0.317;91;1955;21.984;0.227;16.094
520;sim-0.05-0.3-20-0.3-4-0.5-0.8-20-5.rsml;2611.777;5;590;118.634;0.745;0.321;91;1973;22.182;0.228;17.717
521;sim-0.05-0.3-20-0.3-4-0.5-1-20-1.rsml;4175.604;5;749;150.366;0.931;0.273;131;3349;26.136;0.28;17.003
522;sim-0.05-0.3-20-0.3-4-0.5-1-20-2.rsml;4144.582;5;754;151.11;0.931;0.27;131;3323;25.87;0.278;16.195
523;sim-0.05-0.3-20-0.3-4-0.5-1-20-3.rsml;4214.313;5;754;151.496;0.931;0.273;133;3395;25.991;0.28;16.293
524;sim-0.05-0.3-20-0.3-4-0.5-1-20-4.rsml;4155.977;5;752;150.797;0.931;0.273;132;3334;25.773;0.279;15.662
525;sim-0.05-0.3-20-0.3-4-0.5-1-20-5.rsml;4208.264;5;753;151.132;0.931;0.278;131;3389;26.356;0.281;17.458
526;sim-0.05-0.3-20-0.3-4-1-0.6-20-1.rsml;1298.622;5;428;86.059;0.559;0.368;65;834;13.359;0.177;37.967
527;sim-0.05-0.3-20-0.3-4-1-0.6-20-2.rsml;1249.252;5;423;85.264;0.559;0.374;65;786;12.661;0.177;39.428
528;sim-0.05-0.3-20-0.3-4-1-0.6-20-3.rsml;1268.666;5;430;86.541;0.559;0.357;65;803;12.861;0.176;38.496
529;sim-0.05-0.3-20-0.3-4-1-0.6-20-4.rsml;1291.85;5;431;86.496;0.559;0.352;65;827;13.221;0.177;42.015
530;sim-0.05-0.3-20-0.3-4-1-0.6-20-5.rsml;1296.971;5;430;86.292;0.559;0.351;65;832;13.316;0.176;40.68
531;sim-0.05-0.3-20-0.3-4-1-0.8-20-1.rsml;2307.5;5;593;119.13;0.745;0.312;91;1671;18.812;0.228;36.256
532;sim-0.05-0.3-20-0.3-4-1-0.8-20-2.rsml;2381.508;5;591;118.727;0.745;0.315;91;1746;19.647;0.228;39.494
533;sim-0.05-0.3-20-0.3-4-1-0.8-20-3.rsml;2357.91;5;595;119.315;0.745;0.313;91;1710;19.355;0.226;36.609
534;sim-0.05-0.3-20-0.3-4-1-0.8-20-4.rsml;2393.215;5;593;119.039;0.745;0.323;91;1750;19.758;0.227;38.967
535;sim-0.05-0.3-20-0.3-4-1-0.8-20-5.rsml;2357.221;5;594;119.415;0.745;0.313;91;1721;19.342;0.229;35.547
536;sim-0.05-0.3-20-0.3-4-1-1-20-1.rsml;3850.938;5;753;151.084;0.931;0.275;133;3027;23.275;0.28;35.289
537;sim-0.05-0.3-20-0.3-4-1-1-20-2.rsml;3863.189;5;753;151.183;0.931;0.275;134;3041;23.189;0.282;35.657
538;sim-0.05-0.3-20-0.3-4-1-1-20-3.rsml;3907.089;5;750;150.599;0.931;0.278;134;3084;23.538;0.28;39.36
539;sim-0.05-0.3-20-0.3-4-1-1-20-4.rsml;3846.348;5;749;150.345;0.931;0.281;134;3031;23.094;0.281;37.668
540;sim-0.05-0.3-20-0.3-4-1-1-20-5.rsml;3818.889;5;751;150.57;0.931;0.271;130;2996;23.585;0.28;36.37
541;sim-0.05-0.3-20-1-2-0.5-0.6-20-1.rsml;11090.553;15;1652;110.746;0.559;0.555;565;9156;16.689;0.178;18.726
542;sim-0.05-0.3-20-1-2-0.5-0.6-20-2.rsml;11083.902;15;1653;110.74;0.559;0.552;565;9137;16.678;0.178;17.746
543;sim-0.05-0.3-20-1-2-0.5-0.6-20-3.rsml;11083.687;15;1658;111.006;0.559;0.551;565;9140;16.67;0.178;17.795
544;sim-0.05-0.3-20-1-2-0.5-0.6-20-4.rsml;11077.414;15;1661;111.221;0.559;0.552;565;9133;16.653;0.177;17.939
545;sim-0.05-0.3-20-1-2-0.5-0.6-20-5.rsml;10985.968;15;1656;110.908;0.559;0.553;565;9043;16.5;0.178;18.465
546;sim-0.05-0.3-20-1-2-0.5-0.8-20-1.rsml;21172.555;15;2272;151.902;0.745;0.552;783;18515;24.13;0.229;17.41
547;sim-0.05-0.3-20-1-2-0.5-0.8-20-2.rsml;21124.242;15;2274;152.164;0.745;0.55;783;18438;24.064;0.229;17.219
548;sim-0.05-0.3-20-1-2-0.5-0.8-20-3.rsml;21103.887;15;2275;152.17;0.745;0.548;783;18418;24.037;0.229;17.824
549;sim-0.05-0.3-20-1-2-0.5-0.8-20-4.rsml;21168.031;15;2271;151.926;0.745;0.55;783;18499;24.124;0.229;17.874
550;sim-0.05-0.3-20-1-2-0.5-0.8-20-5.rsml;21258.953;15;2273;152.182;0.745;0.55;783;18597;24.235;0.229;17.453
551;sim-0.05-0.3-20-1-2-0.5-1-20-1.rsml;34764.371;15;2891;193.329;0.931;0.524;1090;31325;29.233;0.28;17.293
552;sim-0.05-0.3-20-1-2-0.5-1-20-2.rsml;34964.094;15;2899;193.642;0.931;0.537;1089;31514;29.439;0.28;17.124
553;sim-0.05-0.3-20-1-2-0.5-1-20-3.rsml;34912.863;15;2888;192.916;0.931;0.526;1103;31472;29.029;0.281;17.167
554;sim-0.05-0.3-20-1-2-0.5-1-20-4.rsml;34895.668;15;2896;193.555;0.931;0.523;1088;31464;29.405;0.281;16.788
555;sim-0.05-0.3-20-1-2-0.5-1-20-5.rsml;34739.492;15;2891;193.157;0.931;0.526;1090;31299;29.213;0.28;17.042
556;sim-0.05-0.3-20-1-2-1-0.6-20-1.rsml;9607.158;15;1647;110.391;0.559;0.555;565;7676;14.073;0.177;40.284
557;sim-0.05-0.3-20-1-2-1-0.6-20-2.rsml;9842.368;15;1654;110.791;0.559;0.552;565;7900;14.479;0.178;38.852
558;sim-0.05-0.3-20-1-2-1-0.6-20-3.rsml;9874.295;15;1651;110.508;0.559;0.557;565;7942;14.543;0.178;40.808
559;sim-0.05-0.3-20-1-2-1-0.6-20-4.rsml;9819.572;15;1658;111.17;0.559;0.55;565;7872;14.428;0.178;40.542
560;sim-0.05-0.3-20-1-2-1-0.6-20-5.rsml;9755.605;15;1659;111.22;0.559;0.551;565;7809;14.314;0.178;40.149
561;sim-0.05-0.3-20-1-2-1-0.8-20-1.rsml;18937.846;15;2271;151.917;0.745;0.55;783;16265;21.276;0.229;37.856
562;sim-0.05-0.3-20-1-2-1-0.8-20-2.rsml;18764.867;15;2271;151.971;0.745;0.548;783;16098;21.054;0.229;36.969
563;sim-0.05-0.3-20-1-2-1-0.8-20-3.rsml;18861.34;15;2283;152.766;0.745;0.543;783;16185;21.162;0.229;36.785
564;sim-0.05-0.3-20-1-2-1-0.8-20-4.rsml;18984.662;15;2278;152.283;0.745;0.548;783;16316;21.329;0.229;37.117
565;sim-0.05-0.3-20-1-2-1-0.8-20-5.rsml;19016.225;15;2274;152.069;0.745;0.548;783;16364;21.373;0.229;38.371
566;sim-0.05-0.3-20-1-2-1-1-20-1.rsml;31618.328;15;2894;193.541;0.931;0.506;1091;28170;26.32;0.281;36.126
567;sim-0.05-0.3-20-1-2-1-1-20-2.rsml;31449.258;15;2893;193.393;0.931;0.532;1089;28011;26.215;0.281;36.133
568;sim-0.05-0.3-20-1-2-1-1-20-3.rsml;31733.055;15;2893;193.377;0.931;0.535;1106;28285;26.069;0.28;36.311
569;sim-0.05-0.3-20-1-2-1-1-20-4.rsml;31625.695;15;2892;193.286;0.931;0.531;1092;28183;26.306;0.281;36.849
570;sim-0.05-0.3-20-1-2-1-1-20-5.rsml;31581.049;15;2889;193.166;0.931;0.522;1099;28143;26.1;0.28;36.296
571;sim-0.05-0.3-20-1-4-0.5-0.6-20-1.rsml;6357.162;15;1652;110.688;0.559;0.326;282;4558;16.655;0.18;18.847
572;sim-0.05-0.3-20-1-4-0.5-0.6-20-2.rsml;6303.148;15;1656;110.894;0.559;0.317;282;4505;16.453;0.179;18.804
573;sim-0.05-0.3-20-1-4-0.5-0.6-20-3.rsml;6300.331;15;1656;110.856;0.559;0.321;282;4493;16.445;0.178;19.767
574;sim-0.05-0.3-20-1-4-0.5-0.6-20-4.rsml;6290.937;15;1651;110.471;0.559;0.325;282;4488;16.432;0.179;18.38
575;sim-0.05-0.3-20-1-4-0.5-0.6-20-5.rsml;6361.134;15;1660;111.164;0.559;0.319;282;4546;16.644;0.179;18.856
576;sim-0.05-0.3-20-1-4-0.5-0.8-20-1.rsml;11646.694;15;2274;152.103;0.745;0.3;391;9164;23.952;0.23;17.523
577;sim-0.05-0.3-20-1-4-0.5-0.8-20-2.rsml;11716.115;15;2274;152.124;0.745;0.299;391;9244;24.129;0.231;17.926
578;sim-0.05-0.3-20-1-4-0.5-0.8-20-3.rsml;11666.308;15;2279;152.483;0.745;0.296;391;9192;23.987;0.231;17.572
579;sim-0.05-0.3-20-1-4-0.5-0.8-20-4.rsml;11574.888;15;2267;151.667;0.745;0.3;391;9101;23.785;0.23;17.203
580;sim-0.05-0.3-20-1-4-0.5-0.8-20-5.rsml;11673.022;15;2276;152.268;0.745;0.298;391;9196;24.013;0.23;17.65
581;sim-0.05-0.3-20-1-4-0.5-1-20-1.rsml;18818.463;15;2896;193.473;0.931;0.283;548;15636;29.044;0.282;16.973
582;sim-0.05-0.3-20-1-4-0.5-1-20-2.rsml;18894.477;15;2889;193.069;0.931;0.271;552;15727;28.983;0.283;16.672
583;sim-0.05-0.3-20-1-4-0.5-1-20-3.rsml;18785.688;15;2889;193.13;0.931;0.294;549;15615;28.941;0.282;17.418
584;sim-0.05-0.3-20-1-4-0.5-1-20-4.rsml;18847.537;15;2890;193.213;0.931;0.287;549;15672;29.052;0.283;16.669
585;sim-0.05-0.3-20-1-4-0.5-1-20-5.rsml;18822.391;15;2893;193.404;0.931;0.297;552;15641;28.843;0.282;17.394
586;sim-0.05-0.3-20-1-4-1-0.6-20-1.rsml;5784.782;15;1656;110.873;0.559;0.319;282;3985;14.616;0.18;40.983
587;sim-0.05-0.3-20-1-4-1-0.6-20-2.rsml;5725.426;15;1653;110.602;0.559;0.321;282;3918;14.42;0.179;40.601
588;sim-0.05-0.3-20-1-4-1-0.6-20-3.rsml;5613.06;15;1654;110.785;0.559;0.323;282;3809;14.012;0.179;38.034
589;sim-0.05-0.3-20-1-4-1-0.6-20-4.rsml;5738.694;15;1656;110.859;0.559;0.319;282;3930;14.453;0.179;41.278
590;sim-0.05-0.3-20-1-4-1-0.6-20-5.rsml;5627.788;15;1652;110.752;0.559;0.316;282;3823;14.066;0.18;39.721
591;sim-0.05-0.3-20-1-4-1-0.8-20-1.rsml;10558.656;15;2275;152.279;0.745;0.298;391;8076;21.162;0.231;37.576
592;sim-0.05-0.3-20-1-4-1-0.8-20-2.rsml;10606.72;15;2273;152.021;0.745;0.297;391;8135;21.295;0.23;38.431
593;sim-0.05-0.3-20-1-4-1-0.8-20-3.rsml;10713.896;15;2276;152.316;0.745;0.299;391;8229;21.558;0.23;39.751
594;sim-0.05-0.3-20-1-4-1-0.8-20-4.rsml;10565.84;15;2280;152.5;0.745;0.298;391;8083;21.172;0.23;37.313
595;sim-0.05-0.3-20-1-4-1-0.8-20-5.rsml;10615.955;15;2281;152.582;0.745;0.297;391;8137;21.297;0.23;38.155
596;sim-0.05-0.3-20-1-4-1-1-20-1.rsml;17160.637;15;2895;193.471;0.931;0.294;548;13983;26.019;0.282;36.451
597;sim-0.05-0.3-20-1-4-1-1-20-2.rsml;17163.266;15;2888;193.151;0.931;0.273;551;13992;25.891;0.282;36.563
598;sim-0.05-0.3-20-1-4-1-1-20-3.rsml;17304.705;15;2890;193.041;0.931;0.295;550;14137;26.198;0.282;37.36
599;sim-0.05-0.3-20-1-4-1-1-20-4.rsml;16805.164;15;2889;193.158;0.931;0.263;539;13644;25.803;0.282;36.469
600;sim-0.05-0.3-20-1-4-1-1-20-5.rsml;17270.277;15;2889;193.194;0.931;0.289;547;14099;26.275;0.283;36.419
601;sim-0.05-0.3-30-0.3-2-0.5-0.6-20-1.rsml;5447.916;5;650;130.475;0.559;0.549;199;4693;24.098;0.176;16.583
602;sim-0.05-0.3-30-0.3-2-0.5-0.6-20-2.rsml;5456.049;5;653;131.137;0.559;0.55;199;4697;24.122;0.176;17.733
603;sim-0.05-0.3-30-0.3-2-0.5-0.6-20-3.rsml;5523.474;5;653;131.081;0.559;0.548;199;4764;24.463;0.178;16.397
604;sim-0.05-0.3-30-0.3-2-0.5-0.6-20-4.rsml;5508.236;5;655;131.468;0.559;0.541;199;4750;24.376;0.177;17.302
605;sim-0.05-0.3-30-0.3-2-0.5-0.6-20-5.rsml;5387.348;5;644;129.392;0.559;0.572;199;4638;23.821;0.177;16.47
606;sim-0.05-0.3-30-0.3-2-0.5-0.8-20-1.rsml;10725.504;5;891;178.713;0.745;0.543;326;9674;30.159;0.227;16.646
607;sim-0.05-0.3-30-0.3-2-0.5-0.8-20-2.rsml;10726.671;5;891;178.786;0.745;0.551;326;9665;30.162;0.227;17.535
608;sim-0.05-0.3-30-0.3-2-0.5-0.8-20-3.rsml;10769.83;5;896;179.492;0.745;0.545;326;9710;30.283;0.228;16.637
609;sim-0.05-0.3-30-0.3-2-0.5-0.8-20-4.rsml;10767.956;5;893;179.203;0.745;0.547;326;9708;30.282;0.228;17.25
610;sim-0.05-0.3-30-0.3-2-0.5-0.8-20-5.rsml;10784.426;5;893;179.213;0.745;0.542;326;9719;30.332;0.228;16.416
611;sim-0.05-0.3-30-0.3-2-0.5-1-20-1.rsml;17495.205;5;1134;227.366;0.931;0.54;411;16156;39.801;0.279;16.823
612;sim-0.05-0.3-30-0.3-2-0.5-1-20-2.rsml;17390.846;5;1131;226.601;0.931;0.545;411;16046;39.557;0.279;16.586
613;sim-0.05-0.3-30-0.3-2-0.5-1-20-3.rsml;17481.605;5;1134;227.165;0.931;0.54;411;16138;39.771;0.278;16.948
614;sim-0.05-0.3-30-0.3-2-0.5-1-20-4.rsml;17558.98;5;1135;227.434;0.931;0.541;411;16211;39.956;0.279;16.628
615;sim-0.05-0.3-30-0.3-2-0.5-1-20-5.rsml;17458.986;5;1132;227.089;0.931;0.542;411;16109;39.717;0.279;16.742
616;sim-0.05-0.3-30-0.3-2-1-0.6-20-1.rsml;4809.542;5;652;130.747;0.559;0.556;199;4051;20.883;0.176;39.29
617;sim-0.05-0.3-30-0.3-2-1-0.6-20-2.rsml;4796.634;5;651;130.851;0.559;0.551;199;4042;20.816;0.177;38.144
618;sim-0.05-0.3-30-0.3-2-1-0.6-20-3.rsml;4818.71;5;655;131.356;0.559;0.548;199;4063;20.914;0.176;37.198
619;sim-0.05-0.3-30-0.3-2-1-0.6-20-4.rsml;4829.86;5;653;130.987;0.559;0.548;199;4081;20.98;0.177;38.552
620;sim-0.05-0.3-30-0.3-2-1-0.6-20-5.rsml;4811.176;5;650;130.289;0.559;0.503;200;4061;20.799;0.176;40.092
621;sim-0.05-0.3-30-0.3-2-1-0.8-20-1.rsml;9659.515;5;894;179.237;0.745;0.542;326;8599;26.881;0.228;38.256
622;sim-0.05-0.3-30-0.3-2-1-0.8-20-2.rsml;9655.694;5;894;179.399;0.745;0.547;326;8588;26.867;0.228;35.696
623;sim-0.05-0.3-30-0.3-2-1-0.8-20-3.rsml;9752.418;5;895;179.729;0.745;0.54;326;8693;27.159;0.227;38.518
624;sim-0.05-0.3-30-0.3-2-1-0.8-20-4.rsml;9702.975;5;897;179.756;0.745;0.541;326;8636;27.007;0.229;37.552
625;sim-0.05-0.3-30-0.3-2-1-0.8-20-5.rsml;9601.324;5;892;178.943;0.745;0.55;326;8537;26.707;0.227;36.376
626;sim-0.05-0.3-30-0.3-2-1-1-20-1.rsml;16151.37;5;1133;226.957;0.931;0.545;411;14812;36.537;0.279;36.573
627;sim-0.05-0.3-30-0.3-2-1-1-20-2.rsml;16208.273;5;1134;227.303;0.931;0.54;411;14862;36.671;0.279;36.227
628;sim-0.05-0.3-30-0.3-2-1-1-20-3.rsml;15892.403;5;1134;227.195;0.931;0.541;411;14553;35.904;0.279;35.131
629;sim-0.05-0.3-30-0.3-2-1-1-20-4.rsml;16072.551;5;1132;226.855;0.931;0.543;411;14732;36.346;0.28;35.394
630;sim-0.05-0.3-30-0.3-2-1-1-20-5.rsml;15923.263;5;1135;227.156;0.931;0.542;411;14579;35.979;0.278;35.561
631;sim-0.05-0.3-30-0.3-4-0.5-0.6-20-1.rsml;3006.053;5;653;130.887;0.559;0.312;98;2301;23.996;0.177;16.497
632;sim-0.05-0.3-30-0.3-4-0.5-0.6-20-2.rsml;3086.665;5;650;130.381;0.559;0.321;98;2385;24.844;0.178;18.015
633;sim-0.05-0.3-30-0.3-4-0.5-0.6-20-3.rsml;2974.978;5;649;130.248;0.559;0.32;98;2274;23.712;0.176;17.705
634;sim-0.05-0.3-30-0.3-4-0.5-0.6-20-4.rsml;2987.267;5;655;131.464;0.559;0.311;98;2279;23.775;0.176;16.035
635;sim-0.05-0.3-30-0.3-4-0.5-0.6-20-5.rsml;3052.594;5;651;130.836;0.559;0.324;98;2348;24.474;0.177;18.073
636;sim-0.05-0.3-30-0.3-4-0.5-0.8-20-1.rsml;5832.275;5;893;179.264;0.745;0.283;163;4851;30.282;0.227;18.177
637;sim-0.05-0.3-30-0.3-4-0.5-0.8-20-2.rsml;5826.318;5;897;179.859;0.745;0.282;163;4840;30.227;0.228;16.26
638;sim-0.05-0.3-30-0.3-4-0.5-0.8-20-3.rsml;5822.831;5;897;179.682;0.745;0.282;163;4843;30.211;0.229;17.021
639;sim-0.05-0.3-30-0.3-4-0.5-0.8-20-4.rsml;5812.391;5;895;179.395;0.745;0.283;163;4834;30.156;0.229;16.271
640;sim-0.05-0.3-30-0.3-4-0.5-0.8-20-5.rsml;5768.771;5;895;179.311;0.745;0.285;163;4791;29.891;0.228;16.527
641;sim-0.05-0.3-30-0.3-4-0.5-1-20-1.rsml;9240.202;5;1131;226.786;0.931;0.282;205;8006;39.543;0.279;15.582
642;sim-0.05-0.3-30-0.3-4-0.5-1-20-2.rsml;9289.004;5;1132;226.779;0.931;0.281;205;8046;39.781;0.28;16.266
643;sim-0.05-0.3-30-0.3-4-0.5-1-20-3.rsml;9236.667;5;1130;226.476;0.931;0.28;205;7998;39.533;0.278;16.305
644;sim-0.05-0.3-30-0.3-4-0.5-1-20-4.rsml;9194.097;5;1132;226.96;0.931;0.281;205;7953;39.314;0.278;15.407
645;sim-0.05-0.3-30-0.3-4-0.5-1-20-5.rsml;9275.334;5;1135;227.347;0.931;0.28;205;8038;39.7;0.279;16.61
646;sim-0.05-0.3-30-0.3-4-1-0.6-20-1.rsml;2618.961;5;647;129.594;0.559;0.326;98;1923;20.112;0.178;38.903
647;sim-0.05-0.3-30-0.3-4-1-0.6-20-2.rsml;2698.287;5;651;130.489;0.559;0.32;98;2001;20.876;0.176;38.165
648;sim-0.05-0.3-30-0.3-4-1-0.6-20-3.rsml;2686.143;5;652;130.709;0.559;0.32;98;1984;20.741;0.177;38.012
649;sim-0.05-0.3-30-0.3-4-1-0.6-20-4.rsml;2729.55;5;652;130.959;0.559;0.313;98;2024;21.171;0.176;39.836
650;sim-0.05-0.3-30-0.3-4-1-0.6-20-5.rsml;2737.906;5;649;130.448;0.559;0.325;98;2040;21.282;0.176;43.786
