;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
101;sim-0.05-0.2-10-1-4-0.5-1-20 ;1;Test;44140;175;936;0.18696581;0.54293996;0.39335042;0.6409338;0.49295253;0.39444005;0.15741536;58542.855;44497.145;31022.857;2.177984;16.978758;30.105679;73;17.164251;35;17.116379;31;8.344828;17;2.3965516;5;64.15923;225;1;0.001068376;61;20;22;40;59;59;134;131;42;5;2688;155;894;0.17337808;0.5048243;0.404558;0.036255095;0.030486023;0.02545709;0.014183645;3219.3547;2987.0967;1806.4517;7.9413943;227.36974;453.75433;760;3.8439023;10;4.4144144;11;2.79717;7;1.5828221;3;17.904762;144;450;0.5033557;77;68;41;1;55;13;77;101;73;1;2649;173;865;0.2;0.43099588;0.30419746;0.057907347;0.05012906;0.015531759;0.005529456;4433.526;4300.578;2329.4797;40.981636;221.4159;441.65372;1405;6.0833335;15;4.7216983;12;2.1626506;6;1.1363636;3;15.398809;47;1337;1.5456648;26;14;43;0;0;117;90;41;173;173;22;5
106;sim-0.05-0.2-10-1-4-1-0.6-20 ;1;Test;13516;198;548;0.36131388;0.59505194;0.4074756;0.45949462;0.28912717;0.14705773;0.054776076;16984.848;16898.99;9671.717;2.9488444;19.5102;54.25988;208;11.366973;20;12.074074;21;7.0518517;12;1.7259259;3;23.16949;130;204;0.37226278;85;29;20;65;63;21;133;156;118;3;1890;187;545;0.34311926;0.52205527;0.39780885;0.0562463;0.04394512;0.021152241;0.009329446;2518.7166;2331.5508;1149.7327;19.875904;144.83784;288.72998;742;4.3543305;9;5.1641793;9;3.1654136;7;1.4915254;3;10.070271;73;473;0.8678899;88;51;21;65;63;16;109;153;116;1;730;170;287;0.5923345;0.6134488;0.4045821;0.05409836;0.042084727;0.01445803;0.005477308;1064.7059;1329.4117;711.7647;43.717094;83.86298;167.21542;373;3.96;9;3.7714286;10;2.0952382;6;1.3571428;3;5.0373135;13;386;1.3449477;54;5;54;93;43;48;96;57;36;1;10;2
111;sim-0.05-0.2-10-1-4-1-0.8-20 ;1;Test;23868;199;738;0.2696477;0.5346666;0.40122238;0.43689853;0.28893802;0.28665933;0.0701082;30949.748;17979.9;15115.578;1.9619745;51.92781;46.209732;446;14.86076;34;12.781421;20;6.762431;12;2.8532608;5;33.297436;157;458;0.62059623;43;19;35;54;64;114;160;139;119;5;2341;155;733;0.21145976;0.6873641;0.41792667;0.038189534;0.015619433;0.030822406;0.020402832;2425.8064;1264.5161;1483.871;7.655981;188.08774;375.1973;652;3.4058824;8;3.0331492;6;2.8895028;5;1.6;3;15.491803;70;401;0.54706687;64;24;4;23;33;12;113;135;116;1;1689;198;428;0.46261683;0.46988982;0.37487411;0.056532066;0.042657454;0.023972439;0.00833596;2111.111;2040.404;1267.6768;41.02651;118.10589;235.79016;854;6.3636365;17;5.519231;11;3.4123712;9;1.7105263;4;8.771739;26;790;1.8457944;27;56;39;59;104;112;96;126;30;3;19;3
116;sim-0.05-0.2-10-1-4-1-1-20 ;1;Test;43447;235;935;0.2513369;0.56484544;0.3887946;0.72765803;0.45420176;0.2685612;0.06992998;52123.402;40165.957;29374.469;2.7696846;14.855319;38.948143;91;17.536585;47;17.633621;33;8.42174;21;2.3589745;5;48.8;141;1;0.001069519;81;38;15;55;56;86;160;167;114;6;3583;197;927;0.21251349;0.5511708;0.36718443;0.05824923;0.04158636;0.024718901;0.009728474;5192.8936;3015.2285;2573.604;19.624044;120.07761;238.33997;1091;5.605263;19;5.2130437;18;3.2675438;8;1.4350282;3;17.87629;109;642;0.6925566;112;52;15;163;55;20;113;160;1;1;1810;230;620;0.37096775;0.4478237;0.3968847;0.021936031;0.025888423;0.020123355;0.006159195;1700;1447.826;1521.7391;42.504246;165.49623;330.6433;898;4.0703125;11;4.281046;11;3.048276;9;1.345679;5;8.013824;25;991;1.5983871;81;64;51;43;34;6;112;144;89;5;22;1
121;sim-0.05-0.2-20-0.3-2-0.5-0.6-20 ;1;Test;10197;134;905;0.1480663;0.6031131;0.36886144;0.28943035;0.17434858;0.098296285;0.031160103;22567.164;15320.8955;10597.015;3.5574727;37.518032;114.63681;968;8.35;20;6.915179;11;3.325893;8;1.1866666;2;39.009174;176;968;1.0696132;34;20;3;41;70;51;111;100;25;3;1164;130;903;0.14396456;0.42878008;0.34148106;0.024514811;0.021499129;0.01256178;0.003742779;2623.077;1453.8462;1669.2307;9.411783;228.39659;456.64975;335;2.2596154;5;1.8030303;4;1.4693878;3;1;1;8.866141;64;229;0.2535991;60;34;2;41;0;16;94;76;1;130;2249;132;591;0.22335026;0.46464252;0.39876005;0.10213098;0.06386861;0.03725736;0.011588899;3962.121;4530.303;3484.8484;33.982418;151.63443;303.26886;1047;4.931818;11;5.1986303;9;3.5;8;1.7714286;4;16.302326;45;1108;1.8747885;32;18;39;68;58;41;75;68;33;2;9;1
126;sim-0.05-0.2-20-0.3-2-0.5-0.8-20 ;1;Test;20442;182;1232;0.14772727;0.48135626;0.36618376;0.30157876;0.21023832;0.10754765;0.034237385;32714.285;28005.494;20631.867;3.746212;29.24444;72.79841;1628;12.429078;24;10.124183;20;5.104575;12;1.2843137;4;51.568863;176;1753;1.4228896;93;23;28;10;51;38;115;63;42;4;2002;152;1226;0.123980425;0.4866482;0.3686554;0.026476357;0.022201968;0.013169389;0.005246141;3019.7368;3092.1052;1776.3158;8.073324;309.34286;617.6933;515;2.3496504;8;2.2142856;5;1.5564516;4;1.1090909;2;13.647482;98;341;0.2781403;91;39;52;1;42;23;38;27;39;1;4685;181;907;0.19955899;0.40958446;0.38441893;0.08193328;0.070108876;0.037665624;0.010038137;5712.707;7093.923;4232.0444;29.189857;231.6139;463.03024;2216;7.019139;16;7.328889;15;4.109091;10;1.825641;5;24.636871;85;2514;2.771775;75;26;20;47;34;45;125;85;24;10;10;1
131;sim-0.05-0.2-20-0.3-2-0.5-1-20 ;1;Test;43146;237;1563;0.15163147;0.5785324;0.34917217;0.56713665;0.28661326;0.10945958;0.03411964;56649.79;47518.99;33569.62;5.744257;20.231274;35.990677;128;20.972452;33;18.493574;29;7.583979;20;1.3196931;4;86.04695;335;1;6.40E-04;83;4;88;103;140;58;191;112;43;6;3498;187;1557;0.12010276;0.59311813;0.33804488;0.06224844;0.029009368;0.010218003;0.002974468;5909.091;5026.738;3203.2085;9.723686;199.4523;784.6509;1096;4.0555553;11;2.7669377;9;1.8017751;5;1.1658986;2;18.781422;142;908;0.58317274;93;4;86;104;140;27;132;76;37;1;6153;224;1145;0.19563319;0.56022435;0.40183282;0.05822243;0.060297385;0.03378765;0.008258798;5973.2144;7044.643;6000;36.037075;292.41238;583.8433;3009;7.0153255;17;7.535211;16;5.193662;11;1.9878049;5;28.198112;97;3518;3.072489;58;31;69;128;125;78;161;104;32;1;16;1
136;sim-0.05-0.2-20-0.3-2-1-0.6-20 ;1;Test;9601;198;898;0.22048998;0.5047972;0.37771973;0.19183812;0.12229168;0.06312126;0.022179078;14373.737;11343.435;8202.0205;4.747061;82.04685;204.05301;808;8.80303;16;6.349776;10;3.235294;8;1.2008928;2;22.413979;117;820;0.9131403;93;64;47;42;29;68;111;102;10;3;1262;157;895;0.17541899;0.6267375;0.38292858;0.025681045;0.012049355;0.012026197;0.003504943;2076.433;1324.8408;923.5669;15.229281;227.5434;454.91208;498;2.067633;5;1.6683418;3;1.4970059;3;1.0305344;2;9.2;53;277;0.3094972;78;46;30;13;0;12;98;88;8;1;2050;217;569;0.3813708;0.44232887;0.3841562;0.054613024;0.039901208;0.018437747;0.007160973;2543.7788;2078.341;1894.0093;47.503204;153.21227;305.13275;903;5.8153844;12;4.2357144;8;3.0437956;7;1.8839285;5;9.756098;43;983;1.7275922;89;60;58;72;71;77;133;88;15;2;8;1
141;sim-0.05-0.2-20-0.3-2-1-0.8-20 ;1;Test;19823;273;1233;0.2214112;0.51316506;0.359512;0.31819537;0.14532635;0.05534425;0.015572493;24758.242;19256.41;13930.403;4.8730493;87.86595;110.147446;1452;13.288257;25;9.6601305;20;4.2058825;10;1.2605863;3;31.516853;193;1260;1.0218978;81;59;92;103;183;57;145;73;64;4;1952;156;1226;0.12724307;0.87028426;0.36444613;0.04544972;0.021566886;0.011317704;0.002717308;3416.6667;3083.3333;2493.5898;14.757278;309.4673;617.94257;664;2.2288733;7;1.7859778;5;1.25;3;1;1;17.469135;101;392;0.31973898;63;91;68;71;151;21;24;62;1;1;4338;269;906;0.29690948;0.48645929;0.3565508;0.06849654;0.045612764;0.019316567;0.005027906;4676.58;4200.7437;2929.368;41.05298;236.96625;472.68805;2176;7.6350713;14;6.4844446;12;3.4479637;8;1.6129032;4;16.710844;84;2006;2.214128;73;46;111;120;181;65;184;86;79;6;9;1
146;sim-0.05-0.2-20-0.3-2-1-1-20 ;1;Test;43059;355;1566;0.22669221;0.46108234;0.34322667;0.3990076;0.20517632;0.07206227;0.0184766;40611.27;33478.875;21712.676;6.0325885;29.919497;64.26224;144;23.846153;42;17.605127;34;6.7010307;14;1.3043479;5;53.210228;257;1;6.39E-04;43;47;110;118;152;180;258;86;58;6;2891;252;1558;0.16174583;0.6306003;0.33658537;0.03112377;0.02152398;0.006905634;0.001968106;4138.8887;3226.1904;2154.762;10.681253;201.06339;789.1242;862;3.3505435;10;2.3787465;8;1.6964285;6;1.0292683;2;17.672956;130;640;0.41078305;148;89;84;89;0;22;65;81;54;252;6662;353;1152;0.3064236;0.46571568;0.3569844;0.04994043;0.041180197;0.019125136;0.005523076;4906.5156;4756.374;3342.7761;40.2702;301.43823;602.582;3421;9.221402;22;8.321678;16;4.007092;11;1.8489796;5;18.944607;63;3238;2.8107638;16;63;84;145;168;193;207;165;62;32;15;1
151;sim-0.05-0.2-20-0.3-4-0.5-0.6-20 ;1;Test;9034;138;897;0.15384616;0.69658744;0.38513777;0.11629785;0.10865014;0.077081226;0.042330794;11586.956;9137.682;6681.159;8.953116;94.12883;166.25642;595;4.734694;10;4.36036;8;3.036036;6;1.2107624;2;25.339285;83;603;0.6722408;81;45;21;0;28;38;87;89;36;3;1210;130;894;0.14541388;0.54726;0.3811387;0.013076394;0.01263294;0.009817185;0.006437659;1461.5385;930.7692;884.61536;23.525536;226.41776;451.70123;476;2.2842638;5;1.8645834;4;1.4382023;3;1;1;9.0390625;51;272;0.30425057;104;46;21;33;28;1;84;87;1;1;1188;132;561;0.23529412;0.51357;0.42021373;0.027285129;0.03747824;0.019767635;0.008141593;1469.697;2196.9697;1681.8182;35.84876;144.81023;288.64685;611;2.862069;7;2.9485295;6;2.1796875;5;1.3030303;2;9.442623;35;685;1.2210338;76;36;7;36;22;28;92;65;30;3;7;1
156;sim-0.05-0.2-20-0.3-4-0.5-0.8-20 ;1;Test;16734;230;1234;0.18638574;0.57345235;0.3769401;0.13513705;0.07103248;0.07709097;0.060245555;18104.348;6865.2173;8952.174;5.7032585;61.726063;130.3976;1311;8.935484;16;6.791531;13;3.5606558;7;1.3571428;4;27.908676;113;1198;0.97082657;106;16;22;29;123;48;188;150;106;5;1573;187;1228;0.15228014;0.6377932;0.38570797;0.008823789;0.004938997;0.006814851;0.005107686;1668.4492;481.28342;812.8342;18.774902;310.57687;621.15375;560;1.9260701;5;1.4883721;3;1.388664;3;1.0943396;2;8.066667;56;378;0.30781758;94;17;128;113;105;32;165;23;1;1;2829;230;914;0.25164112;0.5302527;0.37389266;0.03291866;0.021854026;0.018656502;0.00885181;2647.8262;2073.913;1321.7391;28.584314;236.23082;471.24728;1480;4.69;13;4.8893805;11;2.4711537;6;1.375;3;12.127753;57;1456;1.5929978;105;36;19;145;121;44;161;179;17;2;10;1
161;sim-0.05-0.2-20-0.3-4-0.5-1-20 ;1;Test;33360;230;1566;0.14687102;0.58157504;0.37100655;0.41276857;0.21272208;0.120612904;0.028442057;44721.74;32700;27934.783;3.2440019;32.95083;68.36074;88;12.450276;22;12.115385;23;4.597938;12;1.3580563;6;53.666668;300;1;6.39E-04;87;92;62;89;108;64;117;108;40;6;2484;165;1550;0.106451616;0.7359977;0.40046024;0.034665834;0.015899515;0.014577724;0.004708747;3624.2424;2557.5757;2260.606;9.80594;390.26657;779.4318;757;2.146789;10;1.6646885;5;1.6336336;6;1.1075697;2;20.707071;154;481;0.31032258;45;50;47;74;63;26;97;27;1;1;3453;228;1158;0.19689119;0.48378667;0.3841023;0.034785286;0.035923827;0.018297289;0.003417248;3666.6667;3828.9473;3263.158;36.396935;295.54865;590.1161;1681;4.282353;9;4.773519;10;2.728302;7;1.2023809;3;15.351352;59;2028;1.7512953;88;92;45;116;126;86;116;89;7;2;17;1
166;sim-0.05-0.2-20-0.3-4-1-0.6-20 ;1;Test;8758;229;906;0.25275937;0.60748404;0.37948528;0.10986677;0.04975613;0.047872238;0.043911222;10205.24;3646.2883;3030.5676;3.987248;110.69674;148.20454;443;6.2828283;15;4.213333;9;2.367713;4;1.1504425;2;14.339713;86;474;0.5231788;121;36;20;7;112;40;176;206;107;3;1175;219;876;0.25;0.57970464;0.3981944;0.011194424;0.005250361;0.005577975;0.008224639;1082.1918;406.3927;388.12787;12.299817;225.8008;451.6016;483;2.0609138;4;1.6775956;4;1.3803681;2;1;1;5.1650486;57;323;0.36872146;122;43;14;0;105;24;158;202;219;1;962;212;534;0.39700374;0.5252177;0.4061179;0.01756902;0.017989926;0.012760146;0.004299138;1297.1698;929.2453;589.6226;41.320873;144.10066;287.27164;499;3.19;11;2.4758065;7;1.8857143;5;1.1222222;2;5.211111;14;534;1;115;82;116;82;130;26;77;38;36;2;7;2
171;sim-0.05-0.2-20-0.3-4-1-0.8-20 ;1;Test;15768;251;1237;0.20291026;0.45990643;0.39020205;0.15116581;0.15578732;0.056386456;0.014853555;19334.662;15350.598;13780.877;2.6647398;122.87972;189.37616;942;7.614841;16;6.058632;11;3.5309446;9;1.2532468;3;22.703703;157;773;0.62489897;93;58;45;84;150;89;115;86;47;4;1531;111;1230;0.090243906;0.9906644;0.40272602;0.02578079;0.008326764;0.011589404;0.007665081;1774.7748;1090.0901;2234.2341;13.14479;309.2701;617.5443;409;1.0693642;2;1.004902;2;1.3131313;3;1;1;15.295455;101;256;0.20813008;37;1;9;21;87;26;106;51;1;1;2220;238;912;0.2609649;0.46429327;0.3568911;0.024256505;0.025671605;0.01322277;0.003390672;2373.9495;2172.2688;1613.4454;41.207485;235.76259;471.2717;1111;4.038647;8;3.5022223;7;2.0894737;6;1.0902256;2;9.663717;32;1072;1.1754386;127;38;39;133;120;58;190;143;18;1;8;1
176;sim-0.05-0.2-20-0.3-4-1-1-20 ;1;Test;33602;358;1564;0.22890025;0.5238431;0.3666046;0.3039471;0.1446076;0.06394333;0.018211188;29681.564;25067.04;17237.43;2.8199391;61.95313;163.83778;102;13.821428;29;10.678663;19;4.6503854;11;1.3007712;4;32.792614;159;1;6.39E-04;149;84;97;143;209;85;178;205;97;6;2508;160;1555;0.10289389;1.1214439;0.3665349;0.020765206;0.017010141;0.009606573;0.009580174;3787.5;2393.75;1093.75;8.753467;391.05115;262.84543;687;1.5023696;5;1.4865772;5;1.120603;2;1;1;17.50909;78;388;0.24951768;83;38;16;52;118;38;89;140;1;1;3416;349;1144;0.30506992;0.5329144;0.36837575;0.023453295;0.020592634;0.010090281;0.003923208;2469.914;2498.5674;1332.3782;40.94246;299.23236;598.1714;1779;4.7613635;11;4.1866198;9;2.5895522;6;1.2790698;4;10.132133;31;1725;1.5078671;172;112;109;219;211;66;231;172;1;4;14;1
181;sim-0.05-0.2-20-1-2-0.5-0.6-20 ;1;Test;35967;292;1097;0.2661805;0.5269437;0.35411048;0.42824557;0.24517305;0.15489535;0.041402057;39476.027;25863.014;12414.384;4.954223;31.035236;35.03079;3036;25.588709;43;21.047794;36;8.845589;18;2.5860806;5;56.339485;242;2827;2.5770283;104;43;38;8;72;88;241;201;209;3;4236;231;1086;0.21270718;0.55670726;0.37106502;0.04185484;0.030420711;0.014743404;0.015302767;4619.048;3242.4243;1532.4675;15.253029;278.11508;278.3332;1337;5.4606743;15;5.322222;12;3;7;1.6944444;4;17.938326;114;808;0.74401474;124;62;83;10;72;28;168;8;202;1;8394;272;792;0.34343433;0.5418708;0.35236946;0.12802343;0.07227966;0.055856094;0.019625587;8485.294;6084.5586;2794.1177;30.813923;209.35138;142.06657;3609;15.427778;31;14.872449;26;7.3061223;15;2.7464788;7;30.504032;70;3753;4.7386365;80;35;28;54;75;78;210;200;159;3;12;1
186;sim-0.05-0.2-20-1-2-0.5-0.8-20 ;1;Test;72933;344;1479;0.23258959;0.4936946;0.35352078;0.6645863;0.42452127;0.14348947;0.030432837;70590.12;62343.023;42075.582;3.486708;10.411012;36.02488;3987;33.57726;56;30.04076;49;12.934426;26;3.1324325;7;87.20427;293;3942;2.6653144;102;42;73;61;160;152;246;171;139;5;7787;276;1474;0.18724559;0.5946633;0.33189702;0.090545475;0.046433996;0.023924882;0.004011432;10115.942;7065.2173;4949.2754;13.401196;375.39578;255.05916;2251;8.857542;22;6.386921;15;3.640884;10;1.5905797;5;30.940678;134;1549;1.050882;124;91;106;61;160;111;155;109;135;2;14844;316;1147;0.2755013;0.5574074;0.38358203;0.116237305;0.103508934;0.059082486;0.012720416;11670.886;12208.86;9373.418;32.889736;297.67432;595.34863;6508;16.263565;33;18.157894;26;10.575972;20;3.6447875;9;46.210346;116;6774;5.9058414;77;38;57;71;125;128;227;198;135;28;20;1
191;sim-0.05-0.2-20-1-2-0.5-1-20 ;1;Test;136355;328;1893;0.17326994;0.5027677;0.3454543;0.8317402;0.6507546;0.25212628;0.041050233;131878.05;124304.875;76006.09;8.098648;6.5295362;9.867915;238;44.62162;75;39.9172;62;17.106157;37;2.7266948;10;153.78914;415;1;5.28E-04;62;38;76;122;169;140;220;162;67;5;14279;246;1885;0.13050398;0.61016077;0.30870807;0.10571404;0.079461545;0.039525345;0.006417038;18247.967;15573.171;7613.8213;23.774904;242.32848;322.1017;4560;13.481876;30;10.795309;26;3.989083;13;1.4273742;6;63.796295;193;3757;1.9931035;66;24;62;108;155;105;209;118;63;1;12395;317;1586;0.1998739;0.47926533;0.35862118;0.038119286;0.06444735;0.038388293;0.005618307;8876.972;9681.388;8217.666;39.07477;404.98026;808.783;5819;11.282609;25;10.913924;20;6.5626597;15;2.1638656;8;36.844444;103;6389;4.0283732;80;39;62;99;0;117;214;161;58;317;23;1
196;sim-0.05-0.2-20-1-2-1-0.6-20 ;1;Test;35061;334;1093;0.30558097;0.5282019;0.36042365;0.49110693;0.23312518;0.09764778;0.033095583;34586.83;26823.354;15449.102;2.5955782;24.47668;109.42193;2982;25.748987;45;21.055351;37;9.051661;17;2.75;7;49.548386;209;2566;2.347667;106;51;28;110;209;133;269;291;160;5;4698;276;1089;0.25344354;0.546314;0.3608929;0.07111472;0.03554893;0.01514022;0.006693349;5409.4204;4108.696;2576.087;7.1999626;141.91043;562.20013;1403;6.284091;14;5.5814815;12;3.6221373;7;1.6666666;4;16.51103;119;889;0.8163453;157;59;29;110;211;24;186;237;115;1;7822;325;803;0.40473226;0.5131877;0.32567003;0.0963409;0.078686394;0.034128148;0.009894569;7713.846;5846.154;3249.2307;41.512726;217.08293;433.78912;3621;15.941799;26;13.783919;24;6.8426394;17;1.890625;5;23.890322;62;3555;4.4271483;96;33;62;181;226;134;234;219;96;2;11;1
201;sim-0.05-0.2-20-1-2-1-0.8-20 ;1;Test;72059;427;1477;0.2890995;0.44844115;0.35032374;0.50366443;0.30673227;0.115772784;0.03539347;55004.684;43608.9;26079.625;5.4880714;17.252726;47.160744;5243;39.60933;82;31.19891;45;12.550408;27;3.1032608;9;73.06856;230;4244;2.873392;91;46;60;86;202;172;320;274;242;4;7719;334;1471;0.22705643;0.53745115;0.3510116;0.059535574;0.04130447;0.014257645;0.00768185;7449.1016;5359.2812;3694.6108;10.537599;377.46524;379.15704;2141;7.911111;15;6.338798;12;3.980663;9;1.5858586;4;23.643333;119;1345;0.914344;126;159;57;83;198;80;136;271;184;1;17200;422;1158;0.36442143;0.46719468;0.33232772;0.12622082;0.0823572;0.04355444;0.011150353;11898.1045;9952.606;6154.0283;41.613605;308.7653;616.24835;7552;23.754513;41;20.03125;34;10.364912;23;2.7755907;8;39.08738;98;6994;6.039724;46;64;54;162;194;197;313;333;178;2;19;1
206;sim-0.05-0.2-20-1-2-1-1-20 ;1;Test;143282;492;1890;0.26031747;0.4875131;0.33981982;0.7536933;0.43671057;0.1434358;0.032103855;95258.13;86634.15;55528.457;8.928813;6.549922;15.680712;353;61.35666;95;47.227177;75;18.428572;37;3.1271186;12;123.18557;420;1;5.29E-04;96;30;109;128;225;249;393;207;160;6;13214;390;1857;0.21001616;0.60114914;0.31676632;0.09781091;0.053638697;0.014950818;0.002971516;12076.923;10415.385;5302.564;22.219824;475.2147;477.12247;3983;12.657143;29;9.733767;26;4.012987;14;1.6923077;4;38.960243;198;3437;1.8508347;138;110;103;184;0;126;172;149;57;390;18861;490;1460;0.33561644;0.48236266;0.35115573;0.06579731;0.07047621;0.03346781;0.007962463;10357.143;9530.612;7295.9185;41.041214;385.1675;770.01624;9099;19.2191;33;16.730028;33;9.906336;23;3.237013;11;37.283897;111;8640;5.917808;92;55;112;140;203;245;294;254;188;36;19;1
211;sim-0.05-0.2-20-1-4-0.5-0.6-20 ;1;Test;31466;262;1093;0.23970723;0.5593665;0.37124377;0.40399775;0.22960481;0.14616942;0.049782757;35530.535;25080.152;17751.908;2.9537184;25.25537;65.77824;1738;17.1417;38;15.095941;24;8.199262;13;2.8529413;5;47.4625;191;1747;1.5983531;52;16;19;32;125;112;216;175;149;3;4177;260;1090;0.23853211;0.4901434;0.38261747;0.047830764;0.028269991;0.019070596;0.008176008;4257.6924;3123.077;2315.3845;9.342865;280.63144;560.2901;1306;5.5513306;17;4.525926;10;3.75;8;1.8039216;5;15.867704;101;846;0.77614677;82;98;102;32;125;39;132;84;147;1;4166;227;753;0.30146083;0.5476101;0.37617174;0.050537255;0.05466187;0.038093656;0.009989034;4374.449;3929.5154;2524.229;38.576363;197.4082;393.8591;2009;7.936709;15;8.569893;14;4.173913;12;1.8581082;4;18.269768;47;2197;2.9176626;70;29;6;39;113;82;189;193;122;2;15;1
216;sim-0.05-0.2-20-1-4-0.5-0.8-20 ;1;Test;61664;333;1479;0.22515213;0.46637216;0.36442062;0.53235054;0.30368057;0.15489858;0.039361533;58642.645;46102.1;30960.96;3.1616564;21.605722;54.351616;2999;23.527697;39;21.149456;37;10.297814;22;3.0054054;9;64.68944;215;2952;1.9959432;72;56;35;23;176;129;219;202;223;5;6182;262;1471;0.17811012;0.56423414;0.35911402;0.052485317;0.034955535;0.018810194;0.008018029;6763.359;5450.382;2786.2595;14.25549;373.87164;747.5674;1864;6.371901;17;5.284153;13;3.3407202;8;1.6819788;6;23.533596;109;1156;0.78585994;85;103;64;23;177;95;94;132;220;1;9058;309;1119;0.2761394;0.4825386;0.3789281;0.08018648;0.06756545;0.033128414;0.009452102;7330.097;8349.515;4708.738;33.346275;290.66132;291.23462;4299;11.004048;21;11.967626;22;6.2753625;14;2.5313807;7;29.844522;77;4537;4.054513;66;26;1;31;184;111;253;209;182;3;16;1
221;sim-0.05-0.2-20-1-4-0.5-1-20 ;1;Test;107618;299;1890;0.15820105;0.60964245;0.36396417;0.7921435;0.5166721;0.21269707;0.046218265;113822.74;96123.74;72314.38;5.129656;10.2291975;19.352802;189;30.959368;61;27.577496;47;13.215352;27;3.0190678;9;119.14533;400;1;5.29E-04;95;38;93;99;200;155;241;156;159;6;9378;273;1883;0.14498141;0.6353995;0.34435686;0.08359764;0.048824545;0.01924068;0.004286258;11827.839;9498.169;6135.5312;21.848019;243.53633;243.04294;2887;8.349138;21;6.3717947;16;3.612069;11;1.7606838;6;37.469387;155;2019;1.0722252;122;112;128;100;201;108;136;110;75;1;9129;276;1460;0.1890411;0.6097683;0.38837084;0.029561877;0.055127926;0.033885106;0.009460948;6521.7393;7478.2607;6173.913;39.130962;371.46466;742.9293;4520;8.222892;17;8.884297;18;5.61326;14;2.4552238;7;34.268776;92;4919;3.369178;112;66;48;112;0;83;200;169;106;276;23;1
226;sim-0.05-0.2-20-1-4-1-0.6-20 ;1;Test;32219;298;1098;0.27140254;0.562934;0.36168444;0.37522352;0.22098735;0.12563953;0.039508928;34765.1;21751.678;13818.792;3.279544;31.14022;73.21007;1664;19.195122;36;15.996337;27;7.763838;16;2.4854014;6;43.59489;167;1672;1.5227686;89;43;9;161;156;160;230;241;76;3;4243;271;1096;0.24726278;0.5165699;0.3538573;0.046217915;0.027580395;0.019927833;0.006776379;4638.3765;2940.9595;1793.3579;12.480675;282.3119;564.6238;1483;5.9848485;18;5.132353;10;3.1375465;7;1.4079602;4;15.323421;115;968;0.8832117;136;50;10;162;156;21;172;219;73;1;4395;279;811;0.34401974;0.57110804;0.3126475;0.06716819;0.042530313;0.026162062;0.004391306;4702.509;3451.6128;2326.1648;40.11069;214.73006;429.4601;2066;10.2404375;19;7.5273633;17;3.703125;8;1.2077922;3;16.963856;42;2223;2.7410605;80;54;100;151;213;182;207;114;3;2;17;1
231;sim-0.05-0.2-20-1-4-1-0.8-20 ;1;Test;61095;413;1482;0.27867746;0.5338469;0.3631812;0.4109476;0.2811658;0.10509327;0.02786026;47845.035;39435.836;27191.283;1.9740087;35.868828;79.34722;2947;25.79942;46;20.731707;32;10.06812;20;2.9405406;9;53.475;271;2480;1.6734143;136;17;73;96;228;180;338;295;159;4;6357;313;1476;0.21205962;0.6946399;0.35744748;0.04147204;0.031725757;0.0205335;0.003866349;6214.0576;4178.9136;3476.0383;8.379729;377.3619;377.96463;1900;6.0826445;15;5.213699;11;3.4050279;8;1.5741445;4;24.210085;178;1150;0.7791328;92;61;64;29;0;75;175;234;148;313;8902;418;1143;0.3657043;0.49723005;0.33421764;0.07145885;0.049062297;0.02141935;0.004928006;6710.5264;5246.4116;3397.1292;41.340675;304.6654;608.9869;4235;13.390978;25;10.732394;19;5.2313166;13;1.8403755;7;21.676846;62;4030;3.5258093;151;69;101;113;269;127;309;217;165;7;14;1
