;image;Rep;Is; areaTotal; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaPrim; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; areaLat; width; depth; ratio w/d; CoM X; CoM Y; Densell1; Densell2; Densell3; Densell4; DensRect1; DensRect2; DensRect3; Directionality; LengthBlancs1; LengthBlancs2; nTips; meanhor4; maxhor4; meanhor3; maxhor3; meanhor2; maxhor2; meanhor1; maxhor1; meanvert; maxvert; number; numberdensity; X1;X2;X3;X4;X5;X6;X7;X8;X9;X10; EDMmax; LatDiam
941;sim-0.05-0.4-20-1-4-0.5-1-20 ;1;Test;195276;494;1896;0.26054853;0.5167489;0.36724976;0.8331673;0.65420806;0.23748904;0.029515758;108014.17;128755.06;88058.7;8.047294;9.53078;15.763318;141;34.15955;71;42.68856;73;24.995762;48;3.5868645;12;101.26033;327;1;5.27E-04;152;109;116;150;208;162;276;278;176;6;15117;302;1886;0.16012725;0.81571853;0.35468692;0.06956861;0.0717812;0.034674756;0.00822061;11261.59;14066.226;9543.046;23.0819;478.0795;321.4117;5290;9.650108;27;10.140426;27;5.214133;16;1.3877552;4;63.557896;170;3883;2.0588548;61;58;33;103;100;122;215;209;110;1;11442;492;1584;0.31060606;0.5161827;0.44258142;0.020800669;0.031165052;0.026302857;0.00646973;4081.3008;4835.3657;4890.244;35.34892;414.6625;829.325;5603;7.540323;17;9.817259;20;7.2436547;14;4.4590645;12;24.00433;90;5546;3.5012627;249;70;119;149;0;36;344;253;168;492;35;2
946;sim-0.05-0.4-20-1-4-1-0.6-20 ;1;Test;56125;523;1096;0.47718978;0.5017371;0.34203133;0.48971266;0.2391875;0.11113081;0.02725718;33938.816;29024.857;15074.569;9.504552;12.18285;36.93162;171;45.116936;70;44.52206;73;16.463236;34;3.125;9;55.98641;217;1;9.12E-04;196;8;129;129;222;105;433;290;285;3;5479;463;1085;0.4267281;0.55606717;0.34778327;0.059727374;0.02428533;0.01173861;0.003830141;3846.6523;3038.877;1347.7322;20.311255;295.70255;295.9498;1932;7.906367;16;6.907063;14;3.6390977;7;1.6911764;4;15.28161;89;1550;1.4285715;181;43;85;84;177;54;302;288;283;1;9701;520;849;0.6124853;0.48657128;0.36669984;0.06825076;0.050226063;0.030071441;0.009229566;4513.4614;4578.846;2971.1538;40.397083;249.53757;498.22183;4825;15.907692;29;18.242857;31;8.842857;19;2.6373057;7;18.394117;51;4742;5.5853944;181;56;100;85;240;127;379;345;244;5;13;1
951;sim-0.05-0.4-20-1-4-1-0.8-20 ;1;Test;135477;577;1479;0.39012846;0.5391806;0.34220108;0.691826;0.44416183;0.18421832;0.02773187;69968.805;69928.945;42353.555;16.689869;7.7076316;15.245069;211;52.991253;90;56.744564;87;23.398907;49;3.772973;14;85.9459;290;1;6.76E-04;193;28;89;197;318;242;476;388;181;4;9341;401;1472;0.27241847;0.777756;0.31980485;0.0734589;0.044599753;0.015039775;0.003859271;7770.5737;7109.7256;3177.0574;21.967466;381.60843;255.26039;3255;10.144809;22;7.8650136;21;2.9710145;9;1.519084;5;28.293285;117;2894;1.9660326;172;66;94;111;211;81;331;258;127;1;16897;576;1249;0.46116894;0.5239015;0.380694;0.053694498;0.057939835;0.03599746;0.007043957;6098.9585;7185.7637;5904.5137;39.451656;344.53592;688.1635;7801;16.60678;34;20.92258;36;11.693548;25;3.8846154;12;28.534513;88;8117;6.498799;177;44;100;176;300;276;514;384;208;2;18;2
956;sim-0.05-0.4-20-1-4-1-1-20 ;1;Test;215596;584;1891;0.3088313;0.5209829;0.35047132;0.83272487;0.5535181;0.23552208;0.032315914;104635.27;109544.52;72863.016;12.744321;7.2479405;13.839355;221;50.55281;98;60.78344;93;26.963753;55;3.5496829;14;116.08304;340;1;5.29E-04;181;18;108;220;251;194;522;335;173;6;15869;480;1884;0.25477707;0.60487425;0.32499197;0.08349847;0.051952537;0.017743854;0.00337378;10441.667;10116.667;6052.0835;23.16853;245.0847;972.0926;5439;13.765218;30;12.855011;34;5.156522;14;1.7185628;5;38.992386;194;4974;2.6401274;160;32;71;144;176;118;383;218;95;1;19111;583;1567;0.3720485;0.4887736;0.41286284;0.027795073;0.049227256;0.036244392;0.008659939;5536.8784;7108.0615;6665.523;42.45427;418.30612;836.61224;9439;11.811828;29;19.448717;32;12.213918;25;4.0873494;13;31.261618;81;9639;6.1512446;173;44;54;99;298;134;513;445;177;2;28;2
961;sim-0.05-0.4-30-0.3-2-0.5-0.6-20 ;1;Test;48174;405;1365;0.2967033;0.5345163;0.35297066;0.32005253;0.2835008;0.098453395;0.012231061;32898.766;39143.21;25187.654;11.965689;24.73574;25.914202;138;32.2127;54;40.731564;58;16.787611;32;2.4058824;9;77.72589;256;1;7.33E-04;175;21;107;166;240;57;337;196;54;4;4152;304;1361;0.22336517;0.67880017;0.3395814;0.02695934;0.03031695;0.013877945;0.002098071;3779.6052;3980.2632;2417.7632;23.973698;349.36658;697.75714;1756;4.5373135;11;4.7988167;11;2.060606;6;1.1530055;3;18.62736;66;1519;1.1160911;151;53;102;130;204;31;225;64;52;1;11857;399;1120;0.35625;0.508077;0.40384918;0.06986364;0.07108646;0.040558487;0.00663104;5794.4863;8230.576;7035.088;31.79863;297.32138;298.02847;5901;11.544062;25;17.816547;27;9.784173;20;3.1054688;8;30.335958;105;5476;4.8892856;178;2;127;140;199;58;346;190;89;1;8;1
966;sim-0.05-0.4-30-0.3-2-0.5-0.8-20 ;1;Test;123967;421;1863;0.2259796;0.53904957;0.35455048;0.5039691;0.43618804;0.21650079;0.03684858;73323.04;83211.4;48814.727;10.08459;15.7169075;21.504377;178;37.82916;67;50.70043;67;22.612555;45;3.079399;13;129.94527;377;1;5.37E-04;158;0;26;69;259;94;350;333;184;4;7445;349;1857;0.18793753;0.6058748;0.32933384;0.038758244;0.032762356;0.012298459;0.004483167;6120.3438;5922.636;2383.954;22.755547;473.25363;945.3391;3125;6.301099;16;6.3362255;15;2.3263404;7;1.055336;3;23.858585;134;2626;1.4141088;171;56;48;203;232;38;239;235;1;1;20512;420;1520;0.27631578;0.4894562;0.4305768;0.06821661;0.067962304;0.051197436;0.015829155;8123.8096;10428.571;10042.857;30.39524;394.23978;788.47955;10225;13.646893;28;20.653439;35;14.428572;29;4.748663;13;47.779903;161;8960;5.894737;134;18;24;62;208;138;348;378;266;36;12;2
971;sim-0.05-0.4-30-0.3-2-0.5-1-20 ;1;Test;195778;436;2358;0.18490246;0.46452692;0.36701626;0.78544843;0.57531714;0.2218411;0.030943098;113814.22;147628.44;96701.836;9.490884;9.84004;17.80249;152;31.877224;63;41.335033;65;23.459044;47;4.2682514;13;141.34216;458;1;4.24E-04;134;71;16;125;203;86;267;287;123;6;15355;349;2340;0.1491453;0.5162539;0.33849567;0.07882638;0.0638137;0.017735913;0.002688675;12584.527;15191.978;9157.593;24.522186;591.5818;592.2147;6143;9.758319;24;11.005146;25;4.2937064;13;1.3239796;5;48.87622;189;4482;1.9153847;145;51;73;105;185;47;241;127;111;1;16413;434;2048;0.21191406;0.4218396;0.4504655;0.02834793;0.03802834;0.032527797;0.009685515;6131.3364;7884.7925;7792.627;32.88115;523.474;1046.7402;8605;7.906832;21;10.947059;22;8.949019;21;4.0494847;13;36.979168;97;7069;3.4516602;128;1;45;88;216;91;340;240;158;13;22;2
976;sim-0.05-0.4-30-0.3-2-1-0.6-20 ;1;Test;46745;528;1366;0.38653;0.5115607;0.34108606;0.28386152;0.17031497;0.07933686;0.014294365;26214.016;25325.758;15410.984;19.052572;18.6181;35.39638;177;35.651756;59;36.99706;62;14.177515;25;2.3372433;9;56.92471;233;1;7.32E-04;216;19;129;200;341;82;495;347;173;3;3023;404;1364;0.29618767;0.6558493;0.3353652;0.02738258;0.01297773;0.006201906;0.001690279;2663.3665;1680.6931;997.5248;19.321486;355.64307;711.28613;1048;3.993921;10;2.7943926;10;1.5770609;5;1.0681819;3;10.1258745;94;1100;0.8064516;211;118;269;299;305;37;190;3;1;1;12280;526;1111;0.47344735;0.49130195;0.38115117;0.06541505;0.050611287;0.029738484;0.007659268;5197.7188;6009.506;4344.1064;40.334324;307.74664;615.06506;5895;13.550943;26;18.27174;30;8.905109;19;3.065637;8;23.153101;83;6318;5.6867685;229;53;69;243;350;46;418;398;139;1;7;1
981;sim-0.05-0.4-30-0.3-2-1-0.8-20 ;1;Test;121411;561;1860;0.3016129;0.53603077;0.34255418;0.5085157;0.3287638;0.13392498;0.023250686;60597.15;64579.324;42629.234;19.630375;12.277514;21.582874;188;41.399544;73;48.943844;76;18.846653;35;2.6198704;12;94.693306;334;1;5.38E-04;211;2;79;180;247;98;511;317;174;5;6271;434;1854;0.23408845;0.63156104;0.32220763;0.04299668;0.022566818;0.006514576;0.001510596;5050.6914;4168.2026;2483.8708;25.864624;476.6309;952.0599;2354;5.770241;14;4.5991287;14;2.1383495;7;1.0654546;2;18.236197;123;2533;1.3662351;149;49;138;137;0;28;283;136;1;434;20442;560;1497;0.3740815;0.5025343;0.40807217;0.06423443;0.05798005;0.03644203;0.009516962;6773.2144;9428.571;7185.7144;37.129375;400.28116;401.39392;9731;14.248588;33;22.198925;37;12.637096;24;4.2547946;12;35.574276;127;9729;6.498998;201;59;93;188;194;123;449;459;239;29;12;2
986;sim-0.05-0.4-30-0.3-2-1-1-20 ;1;Test;227598;645;2353;0.27411816;0.5271694;0.3467608;0.58135223;0.4103008;0.19588916;0.02395552;90537.984;105922.484;67934.88;16.629593;11.515958;19.550907;206;51.40998;85;62.090443;93;25.889078;53;3.793867;13;132.17065;404;1;4.25E-04;267;32;65;263;324;180;565;479;180;5;13883;520;2346;0.22165388;0.6305294;0.31170204;0.057218164;0.03181135;0.011952603;0.002216825;7898.077;8705.77;4226.923;25.669418;601.2229;601.8528;5726;9.473043;22;9.88547;22;3.142315;13;1.1301588;4;30.248291;191;5555;2.36786;249;74;38;208;252;38;392;255;52;1;29504;643;2041;0.31504163;0.49663857;0.39354646;0.049904834;0.05105198;0.035870284;0.008143641;8861.586;10646.968;9007.776;38.803867;535.763;535.9932;14663;16.602795;33;22.36811;40;13.188976;27;4.2016983;13;44.402496;113;14108;6.9122977;269;14;113;191;317;176;574;509;263;43;15;2
991;sim-0.05-0.4-30-0.3-4-0.5-0.6-20 ;1;Test;30250;365;1357;0.26897568;0.56691796;0.36785132;0.20050472;0.15051821;0.07708074;0.02234617;22356.164;22956.164;10778.082;12.714567;45.325554;33.288773;84;17.504793;31;23.940653;32;10.433234;19;1.9349113;6;50.602272;292;1;7.37E-04;197;109;27;55;37;56;223;267;216;3;2573;297;1354;0.21935007;0.693271;0.36023778;0.022721585;0.013787634;0.008122752;0.001633281;2619.5286;2148.1482;925.9259;19.748697;347.19736;347.30844;1046;3.093458;8;2.5786164;7;1.5387324;4;1.0691245;2;9.66279;183;810;0.5982275;185;155;81;42;22;24;124;173;1;1;6676;364;1095;0.33242008;0.50867015;0.42454606;0.03682705;0.035581797;0.025187425;0.008590926;3115.3845;4461.5386;2961.5386;34.04662;288.71613;577.43225;3737;5.891129;15;10.246324;18;6.4333334;15;2.1991525;6;18.341736;52;3446;3.147032;225;131;57;20;70;33;231;252;99;3;8;1
996;sim-0.05-0.4-30-0.3-4-0.5-0.8-20 ;1;Test;77107;406;1862;0.21804512;0.6055693;0.35541278;0.36000428;0.28712213;0.14056222;0.017426446;49625.617;54002.465;36862.07;8.1072;33.936466;39.33488;104;24.904327;46;31.717672;45;13.097403;26;2.1096773;7;84.78553;302;1;5.37E-04;209;51;152;190;228;52;350;213;70;5;4042;328;1844;0.1778742;0.71113974;0.3554017;0.021247221;0.016679762;0.009959166;0.00170096;3445.122;2853.6584;1795.7317;19.560638;468.23605;936.4721;1580;3.260579;9;2.843458;7;1.6666666;5;1.09375;3;15.25862;108;1198;0.6496746;177;107;121;154;0;39;216;173;67;328;12737;405;1504;0.26928192;0.5543134;0.4164085;0.048373174;0.051309753;0.034395076;0.006972481;5585.185;8024.6914;6812.3457;30.763546;389.58954;778.91785;6505;8.818182;21;14.622994;26;7.8284183;17;3.1117477;9;31.119106;105;5795;3.8530586;214;11;107;167;242;26;358;197;178;2;11;2
1001;sim-0.05-0.4-30-0.3-4-0.5-1-20 ;1;Test;129400;340;2360;0.1440678;0.5724012;0.36243546;0.58809197;0.4407613;0.19777799;0.0378595;92852.94;111079.414;74367.65;6.56692;20.153866;25.224087;115;23.504456;46;28.852041;46;14.006803;28;3.0969388;10;126.43887;372;1;4.24E-04;156;41;66;125;193;86;271;241;117;7;8631;266;2347;0.113336176;0.648251;0.3378364;0.049306028;0.044347323;0.011955632;0.003263166;7868.421;11063.91;5703.0073;18.536402;590.8113;1181.5096;3387;5.2854643;14;5.953846;14;2.357143;9;1.1944444;4;36.44643;152;2405;1.0247124;110;52;54;169;169;89;172;118;1;2;13018;339;2037;0.1664212;0.5162378;0.4211021;0.035762522;0.038436655;0.029329395;0.00945004;6427.7285;8221.239;7666.6665;27.140795;517.0348;1033.0833;6640;7.132911;17;9.179487;23;6.8534656;17;2.828889;8;38.008904;116;5187;2.5463917;140;52;82;131;220;114;250;195;120;2;16;2
1006;sim-0.05-0.4-30-0.3-4-1-0.6-20 ;1;Test;29565;517;1364;0.37903225;0.5769997;0.3498413;0.2029231;0.119001344;0.043104544;0.007667705;17429.4;17394.584;11054.158;8.437802;59.210823;86.68923;97;20.828571;35;21.289085;34;8.365782;19;1.619469;6;34.32008;206;1;7.33E-04;245;8;139;237;244;94;466;308;133;4;2115;349;1361;0.2564291;0.8087443;0.3675859;0.024092298;0.010895175;0.003940083;0.001720382;1776.5043;1624.6418;1280.8022;12.3804455;352.17184;352.68097;623;2.5509553;6;2.0133333;6;1.4145077;4;1;1;9.767196;78;540;0.39676708;166;122;174;277;0;21;143;76;1;349;6616;506;1082;0.4676525;0.56835955;0.38204363;0.035316743;0.032573573;0.016179383;0.003290167;2832.0159;3847.8262;2687.747;41.97648;299.28247;597.2353;3230;7.7848606;19;10.115242;19;5.218045;10;1.72;5;13.119192;54;3639;3.3632162;238;26;107;184;289;107;412;289;121;6;7;1
1011;sim-0.05-0.4-30-0.3-4-1-0.8-20 ;1;Test;75505;651;1862;0.34962407;0.48605877;0.34186348;0.31283307;0.18325873;0.064157225;0.009689646;36030.723;36294.93;21311.828;11.484817;22.53819;34.42595;126;26.751709;45;29.260777;50;10.982684;20;1.8258065;8;49.238617;242;1;5.37E-04;280;45;142;245;352;71;559;371;146;5;3554;480;1857;0.2584814;0.6276408;0.3516864;0.02390511;0.009756283;0.003785524;0.001060767;2689.5833;1845.8334;1247.9166;10.150884;480.2343;959.50037;1046;3.3221476;8;2.4515367;6;1.5757576;5;1.0555556;3;11.859589;116;1033;0.5562736;212;78;147;136;243;24;148;85;1;1;12387;650;1487;0.43712172;0.47446397;0.39497152;0.038902417;0.036368877;0.016971104;0.003636041;4190.769;5675.385;3713.8462;36.39786;406.14407;811.8873;5936;9.613372;22;14.248649;23;7.144414;15;2.5740182;6;19.009418;108;6126;4.1197042;270;83;130;263;297;59;463;415;114;4;10;2
1016;sim-0.05-0.4-30-0.3-4-1-1-20 ;1;Test;141270;680;2361;0.28801355;0.55604386;0.3455919;0.38438046;0.25262415;0.09490124;0.017344143;57145.59;64885.293;39658.824;10.653482;21.292755;35.395073;144;32.9627;57;37.855442;57;14.391156;30;2.631579;11;76.796684;320;1;4.24E-04;356;75;180;231;327;85;585;310;147;6;6820;503;2354;0.21367885;0.72005033;0.33052284;0.027180437;0.017308507;0.004966774;0.001411801;4343.9365;4222.664;2339.9602;15.343152;602.3263;1203.6748;2395;4.6552315;12;4.2208695;13;1.9325843;6;1.1785715;4;19.294643;150;2103;0.89337295;235;104;98;107;193;52;243;200;131;1;19508;679;2025;0.33530864;0.5391648;0.3814504;0.039449975;0.037449583;0.01933968;0.004575565;6147.2754;7910.162;5817.3784;35.280853;534.742;534.97504;9750;12.263269;28;16.353174;29;8.075397;19;2.5305164;7;28.40768;109;9340;4.6123457;265;101;148;206;294;209;536;501;289;6;15;2
1021;sim-0.05-0.4-30-1-2-0.5-0.6-20 ;1;Test;160261;506;1640;0.3085366;0.51680076;0.35443023;0.7793722;0.5889683;0.21818975;0.03574841;87318.18;105092.88;59383.4;14.481137;5.49736;8.958482;272;60.53125;103;86.64461;115;45.485294;85;6.3897057;20;159.95409;414;1;6.10E-04;141;104;54;113;201;151;329;382;313;4;20011;398;1635;0.24342507;0.6456496;0.32382622;0.12249471;0.093766324;0.032037884;0.006553972;14685.93;17638.191;7512.563;29.881948;421.04752;841.8581;7825;18.300247;43;20.58968;37;5.99005;17;1.5890411;5;59.70607;143;6401;3.9149847;106;46;93;157;141;104;320;259;1;1;24624;503;1392;0.36135057;0.51060945;0.4461852;0.051695112;0.07506098;0.062183507;0.016598204;8055.666;9856.858;10443.34;37.735893;370.1081;740.2162;12728;15.97205;35;23.745665;37;22.320808;36;6.267857;19;48.387966;127;12216;8.775862;177;70;97;96;215;105;431;354;315;3;16;1
1026;sim-0.05-0.4-30-1-2-0.5-0.8-20 ;1;Test;343857;776;2244;0.34581104;0.4921441;0.34792632;0.8926591;0.6528221;0.19531393;0.020311076;127041.234;154439.44;100251.29;11.66473;5.9939976;10.805786;203;61.40561;116;81.10912;117;41.9517;86;5.529517;20;137.85826;446;1;4.46E-04;202;115;202;281;427;269;643;401;134;4;29853;539;2238;0.24084003;0.6827274;0.33818436;0.08445582;0.08750042;0.02625682;0.002239149;15089.054;19380.334;12604.824;31.076477;576.04254;1151.1129;11107;18.71403;42;22.691757;42;8.661262;24;1.8457831;8;71.8175;197;8250;3.686327;111;26;156;224;305;207;475;263;47;1;29072;774;1902;0.40694007;0.47723153;0.43113294;0.025809297;0.04825803;0.03530578;0.006946157;6939.2764;8540.052;9068.476;37.035732;514.01556;514.071;14541;14.933628;30;21.852322;36;16.21822;31;6.0855265;19;36.355263;125;12738;6.6971607;270;143;164;248;375;144;588;426;203;43;33;2
1031;sim-0.05-0.4-30-1-2-0.5-1-20 ;1;Test;501609;674;2794;0.2412312;0.5072165;0.36713564;0.9739857;0.8178589;0.3301432;0.0383701;195633.53;229802.69;181980.72;10.010227;6.4627476;11.647915;217;49.318386;111;55.685795;101;46.42158;86;7.9097424;32;167.22983;463;1;3.58E-04;215;101;115;192;292;190;564;384;214;6;37171;544;2785;0.19533214;0.5978276;0.37382174;0.05089161;0.07410362;0.03814234;0.003515003;15636.029;18483.455;18819.854;30.82245;710.14435;710.3607;12733;16.530346;49;21.020172;49;13.034582;36;2.166976;7;83.33716;225;8871;3.1852782;209;121;149;214;275;158;394;330;170;1;24511;671;2403;0.2792343;0.4738952;0.46703497;0.006014829;0.02176088;0.031001907;0.010408166;6286.14;4487.3325;6341.2817;36.068703;624.03925;1248.0785;12987;10.679862;24;10.066778;21;11.941374;30;7.0783644;18;35.318863;129;10831;4.5072827;258;77;108;206;272;150;563;382;229;3;70;2
1036;sim-0.05-0.4-30-1-2-1-0.6-20 ;1;Test;173233;838;1644;0.50973237;0.5370428;0.3309461;0.6265377;0.38653716;0.12429157;0.018090434;66848.445;68601.43;38396.18;20.58177;6.0692687;9.621157;351;96.1201;159;107.44743;157;40.67726;87;5.202934;19;119.74491;395;1;6.08E-04;267;113;209;259;421;241;665;512;372;4;16716;658;1639;0.4014643;0.6723432;0.30011785;0.09072603;0.048884634;0.01114897;0.002368283;9574.468;8879.939;3493.921;28.89268;441.95587;444.0055;6338;18.17734;41;14.958333;29;4.3491273;11;1.7452229;5;33.769722;158;6593;4.022575;244;23;161;275;306;97;472;327;135;1;36975;836;1380;0.6057971;0.5434217;0.38291445;0.09242614;0.09156716;0.044132866;0.008113839;10032.297;12870.813;9680.622;42.60199;403.36832;405.60437;17803;29.757484;54;42.16035;64;23.413994;44;5.525373;14;44.129322;120;17146;12.424638;268;139;188;343;358;236;615;605;313;47;17;1
1041;sim-0.05-0.4-30-1-2-1-0.8-20 ;1;Test;399571;773;2245;0.3443207;0.5351898;0.3346132;0.8728572;0.6725966;0.28429165;0.0336516;145000;156983.19;101966.37;20.92243;4.710634;8.323585;347;93.51962;159;110.81574;151;48.78891;89;5.7178574;24;188.03421;485;1;4.45E-04;258;72;222;281;330;336;650;436;236;5;32541;643;2238;0.2873101;0.624402;0.30957636;0.10051969;0.07132355;0.022651052;0.00323916;15494.557;17227.06;8752.722;31.975979;582.6843;582.9109;12528;23.821943;49;23.68638;45;7.140255;24;1.8677686;5;56.329113;210;11753;5.251564;276;133;197;277;0;145;457;346;133;643;45970;772;1888;0.4088983;0.52660525;0.41301012;0.042125568;0.06667816;0.05765038;0.012222312;9617.876;11632.124;13247.409;39.731415;509.9343;1019.8686;21509;24.097403;45;34.312767;52;24.629787;44;7.4502163;19;55.123375;143;21078;11.164195;265;73;146;286;324;322;644;528;314;38;22;2
1046;sim-0.05-0.4-30-1-2-1-1-20 ;1;Test;613941;749;2799;0.26759556;0.49462846;0.34701002;0.94864774;0.819071;0.4044683;0.05110819;208726.3;236142.88;166078.77;17.807215;4.599912;7.620365;314;81.096725;140;105.67478;150;57.58046;100;6.727143;29;238.31593;509;1;3.57E-04;184;18;94;191;349;278;719;543;293;5;52200;661;2790;0.23691756;0.5301933;0.33221412;0.08517932;0.08499203;0.03842322;0.004518046;19606.656;24352.496;15816.944;32.627472;717.4678;478.85327;19566;26.543228;57;33.11925;63;11.3717575;35;2.001805;9;84.18469;261;15914;5.703943;247;20;144;308;310;153;524;372;79;1;43619;747;2387;0.31294513;0.47384548;0.4443753;0.01652167;0.033260975;0.04948415;0.015213587;8018.7417;6839.3574;10781.794;39.584362;625.6021;1251.2042;21280;16.982994;34;22.255463;37;21.295109;36;8.081356;25;54.704697;116;20289;8.49979;194;3;45;121;297;257;697;596;410;50;30;2
1051;sim-0.05-0.4-30-1-4-0.5-0.6-20 ;1;Test;109930;465;1632;0.28492647;0.5657054;0.35467124;0.66511095;0.39332214;0.1593507;0.03628184;67434.41;69724.734;42215.055;10.64397;9.340256;15.22392;199;48.09162;82;64.48276;88;29.221674;51;4.4236455;14;131.04485;341;1;6.13E-04;177;48;50;145;137;152;372;378;264;3;11866;401;1630;0.24601227;0.59783775;0.3233288;0.10211267;0.050347384;0.014967597;0.004453538;10067.332;8972.568;4384.04;25.893755;211.96046;422.40262;4747;12.172589;26;10.566503;28;3.6433916;11;1.5949367;5;35.270702;138;3723;2.284049;110;52;104;104;94;146;254;261;260;1;19642;464;1377;0.33696443;0.5409759;0.41828832;0.057442747;0.07329253;0.049006354;0.013530495;7372.8447;9950.431;8508.621;35.75884;363.9794;365.08664;9873;14;29;23.017544;34;15.535088;29;3.9580646;11;41.021645;109;9453;6.864924;182;66;98;169;182;118;341;342;249;1;20;1
1056;sim-0.05-0.4-30-1-4-0.5-0.8-20 ;1;Test;241181;466;2234;0.20859446;0.56948996;0.35317156;0.85389453;0.67527604;0.27584067;0.051139627;139467.81;157276.83;103609.445;8.682884;7.132834;11.554644;193;48.904137;91;57.903053;86;32.94054;55;4.9157705;21;176.70667;426;1;4.48E-04;133;81;89;119;130;202;377;300;214;4;20067;400;2227;0.17961383;0.6338788;0.3327756;0.088604994;0.07073416;0.023351498;0.004104179;14207.5;16952.5;8997.5;25.013744;565.90546;1131.8109;7648;13.549728;28;14.625225;33;5.44708;18;1.7036247;5;57.37463;188;5767;2.5895824;107;82;59;115;81;160;278;190;149;1;23479;465;1876;0.24786781;0.5336848;0.44284233;0.02798079;0.0501956;0.04941006;0.015863908;8021.5054;8475.269;9952.688;33.768093;483.37357;483.95987;11343;12.461009;29;16.811563;29;14.014989;27;6.1603775;16;48.665226;126;10451;5.5708957;182;54;128;47;195;104;405;278;269;2;24;2
1061;sim-0.05-0.4-30-1-4-0.5-1-20 ;1;Test;384466;510;2821;0.18078695;0.5335845;0.35745484;0.90753365;0.7906359;0.34111038;0.045624234;199549.02;223564.7;160601.95;8.291016;8.162869;12.583142;195;45.650444;88;54.766712;95;28.72973;55;6.041193;22;192.79713;501;1;3.54E-04;172;53;143;179;254;131;444;261;128;6;31010;444;2812;0.15789473;0.5688479;0.3450339;0.073842034;0.075683;0.033074357;0.004200446;18432.432;20844.594;15009.009;26.400578;357.65738;1423.4185;10955;16.064285;36;17.637661;44;7.989971;21;2.0186915;10;80.272484;252;7524;2.6756756;121;56;118;134;206;118;298;168;121;2;20628;509;2520;0.20198412;0.49273804;0.4149308;0.012342172;0.024637083;0.034043677;0.007208826;6318.271;5799.607;8377.21;35.499336;642.8717;1285.5447;10777;9.254181;21;11.874204;23;8.357257;19;3.0489511;9;39.45562;102;8712;3.4571428;158;58;125;140;256;131;440;274;195;29;37;2
1066;sim-0.05-0.4-30-1-4-1-0.6-20 ;1;Test;114662;706;1639;0.43075046;0.53058445;0.3360839;0.53378356;0.28037196;0.09407888;0.019415028;52903.684;50160.06;29641.643;12.715556;10.684363;21.060772;265;64.979004;109;66.24755;98;26.086206;52;4.1560974;14;92.34433;331;1;6.10E-04;277;101;104;183;407;157;521;510;341;4;10781;644;1636;0.39364302;0.5695011;0.3120097;0.071106814;0.02887435;0.006461592;0.001824955;6524.8447;5383.5405;2633.5403;17.729214;439.5475;295.13986;3919;11.930521;22;8.746929;22;3.6281407;9;1.6345515;4;23.956018;124;3654;2.2334964;260;54;132;216;350;97;439;326;245;1;22772;704;1375;0.512;0.5203995;0.37268347;0.07409821;0.06486778;0.03001144;0.006818846;7741.477;9394.887;6269.886;40.25765;386.40912;772.81824;11339;20.480122;43;26.739765;43;14.005882;27;3.6254072;11;31.732557;96;11303;8.220364;264;48;122;218;429;178;525;506;387;2;14;1
1071;sim-0.05-0.4-30-1-4-1-0.8-20 ;1;Test;277357;856;2249;0.3806136;0.5033367;0.32954967;0.6517063;0.4367739;0.150642;0.019447964;99412.38;103600.47;61366.824;15.883769;8.788423;15.109911;251;76.61351;126;82.255356;133;30.6;58;4.0392156;14;126.8038;469;1;4.45E-04;300;38;145;302;445;242;762;494;232;4;18744;644;2242;0.28724355;0.6545465;0.31764692;0.06371824;0.039726783;0.011886901;0.001953157;9607.143;9517.081;4965.8384;22.203405;583.64545;1166.3297;6563;13.978456;30;12.2719145;28;4.7414722;13;1.6545454;4;34.895145;224;6489;2.894291;264;3;283;264;384;177;634;215;22;1;38207;854;1876;0.4552239;0.48356614;0.37808704;0.059828516;0.062734365;0.035911188;0.006289769;9599.531;12112.412;9265.808;38.52845;515.51624;1030.6178;18118;24.714922;52;32.284798;52;17.297644;34;4.5793104;16;43.260403;140;18365;9.789446;310;59;171;284;394;236;694;490;259;5;17;2
